,Actual,Predicted
1757,[0.8  0.8  1.37],[0.78904533 0.83067226 1.5791731 ]
1758,[2.4  2.4  2.17],[2.3620837 2.4254844 1.5935925]
1759,[3.2  4.   0.17],[2.9983816 3.7634914 0.7580421]
1760,[4.   2.4  1.17],[3.8653893 2.3560984 1.1875459]
1761,[2.4  4.   1.37],[2.2124581 3.9549987 1.6221008]
1762,[2.4  2.4  0.37],[2.3735223 2.4587033 0.2605871]
1763,[1.6  2.4  0.77],[1.5034122  2.3505998  0.41018158]
1764,[1.6  4.   1.57],[1.573544  4.063919  1.5653735]
1765,[0.8  2.4  1.37],[0.61501515 2.4512048  1.2495205 ]
1766,[1.6  0.8  1.37],[1.5777723 0.793615  1.6322358]
1767,[0.8  0.8  0.37],[0.7865288 0.8131511 0.8882321]
1768,[0.8  2.4  0.77],[0.65757334 2.4598     0.75574315]
1769,[1.6  4.   0.37],[1.6141548 3.9881842 0.776934 ]
1770,[2.4  4.   0.17],[2.25804   3.8795485 0.5999664]
1771,[0.8  2.4  0.97],[0.7198427  2.337819   0.86933315]
1772,[2.4  3.2  0.57],[2.3521757  3.1741076  0.50264806]
1773,[3.2  4.   0.17],[2.9995127 3.8396559 0.8288568]
1774,[3.2  0.8  0.97],[3.2516649  0.68526316 0.90948224]
1775,[0.8  1.6  0.37],[0.9669328  1.6298147  0.29817802]
1776,[1.6  3.2  2.17],[1.4541211 3.216032  1.3571008]
1777,[0.8  0.8  0.37],[0.81677413 0.82296896 1.0008194 ]
1778,[3.2  4.   2.17],[3.1266806 3.8790941 2.9948823]
1779,[1.6  0.8  0.37],[1.6516201  0.81696653 0.91842765]
1780,[2.4  1.6  0.17],[2.3089578 1.675106  0.5181656]
1781,[4.   2.4  1.37],[3.8801575 2.4505281 1.4969256]
1782,[3.2  0.8  1.77],[3.2522602  0.84699607 2.0787017 ]
1783,[3.2  0.8  0.97],[3.2305043 0.6921334 0.9684385]
1784,[0.8  2.4  2.17],[0.66720486 2.3877232  2.1806252 ]
1785,[2.4  2.4  1.97],[2.3440733 2.4487536 1.9366702]
1786,[1.6  4.   1.17],[1.6039777 3.982892  1.2168065]
1787,[0.8  0.8  2.17],[0.88447   0.8012805 2.0136595]
1788,[4.   3.2  0.17],[3.8905425  3.1798148  0.79195535]
1789,[3.2  3.2  0.17],[3.070334   3.1576667  0.44772017]
1790,[0.8  4.   0.57],[0.67343426 4.149129   0.4857098 ]
1791,[2.4  4.   1.77],[2.3200288 4.120012  2.080345 ]
1792,[3.2  0.8  0.97],[3.2295423  0.73453045 1.083631  ]
1793,[1.6  1.6  0.77],[1.6167984  1.7064409  0.67958796]
1794,[2.4  1.6  1.37],[2.322488  1.7941263 1.3541322]
1795,[3.2  0.8  2.17],[3.2770603 0.7567041 2.1654944]
1796,[3.2  0.8  0.77],[3.3066237  0.6095369  0.92984205]
1797,[2.4  3.2  0.97],[2.3440635 3.180528  0.7674292]
1798,[2.4  4.   0.97],[2.2170577 3.917651  1.4433956]
1799,[4.   3.2  0.97],[3.865708  3.227458  1.7950646]
1800,[3.2  2.4  1.77],[3.239513  2.3685353 1.8966866]
1801,[0.8  0.8  0.77],[0.840608   0.77360773 0.90609586]
1802,[3.2  4.   1.57],[3.0740287 4.1463375 2.0622084]
1803,[4.   3.2  0.77],[3.697484  3.1778984 1.5499659]
1804,[3.2  2.4  0.37],[3.1657062  2.3209493  0.19197571]
1805,[3.2  2.4  2.17],[3.1481144 2.4063137 2.2749724]
1806,[3.2  0.8  1.37],[3.237731   0.69857836 1.3858502 ]
1807,[2.4  3.2  0.77],[2.3290658 3.1303623 1.1669122]
1808,[4.   0.8  0.97],[3.9460368  0.8109275  0.93474925]
1809,[0.8  0.8  1.37],[0.8039695  0.84455216 1.6432257 ]
1810,[2.4  1.6  1.17],[2.472972  2.0846236 1.5080214]
1811,[1.6  3.2  0.17],[1.3591902  3.350473   0.14750779]
1812,[3.2  3.2  1.17],[3.0164893 3.2662444 1.2892414]
1813,[3.2  0.8  0.37],[3.3037868 0.6355194 0.6200149]
1814,[1.6  3.2  1.77],[1.4037107 3.3194246 1.1471939]
1815,[1.6  0.8  0.37],[1.7262027  0.85984206 0.78100765]
1816,[1.6  1.6  0.57],[1.5788717  1.59032    0.70661336]
1817,[0.8  3.2  0.97],[0.7864382 3.344851  1.0057654]
1818,[2.4  1.6  1.17],[2.3567052 1.9187398 0.9366709]
1819,[0.8  1.6  0.17],[1.0421109  1.7179251  0.31268662]
1820,[2.4  1.6  1.77],[2.380992  1.8052502 2.1879864]
1821,[2.4  2.4  2.17],[2.355626  2.446309  1.0695683]
1822,[4.   1.6  1.17],[4.0828066 1.6023104 0.9215783]
1823,[1.6  0.8  0.17],[1.6393495 0.8140831 0.3366806]
1824,[1.6  0.8  0.37],[1.6125307  0.82924294 0.63190854]
1825,[2.4  2.4  1.17],[2.4544127 2.3651328 0.9599121]
1826,[0.8  3.2  1.57],[1.4089777 2.998947  1.9441546]
1827,[3.2  4.   2.17],[3.184917  4.0655384 2.68331  ]
1828,[4.   3.2  1.77],[3.8548675 3.3134303 2.2843394]
1829,[0.8  1.6  0.97],[0.9661403  1.6697783  0.56405205]
1830,[4.   1.6  1.17],[4.090883  1.6081988 1.0715587]
1831,[0.8  4.   0.37],[0.78501606 4.0588284  0.35035288]
1832,[2.4  4.   1.97],[2.3257575 4.045006  2.0393739]
1833,[3.2  1.6  1.17],[2.8062916 1.873022  1.1671385]
1834,[3.2  4.   1.97],[3.0135589 4.016106  1.9650822]
1835,[2.4  2.4  1.77],[2.377422  2.4389207 1.7741863]
1836,[4.   2.4  0.37],[3.5749216  2.3883479  0.49897444]
1837,[1.6  4.   1.77],[1.5672512 4.065154  1.9584649]
1838,[2.4  1.6  1.77],[2.3446853 1.7238564 1.911062 ]
1839,[1.6  4.   1.57],[1.5741671 4.040124  1.4931896]
1840,[2.4  1.6  1.37],[2.3725357 1.8124352 1.6224811]
1841,[4.   4.   1.97],[3.6923628 3.9725444 2.4140687]
1842,[2.4  4.   1.57],[2.2722666 3.9944787 1.9970706]
1843,[0.8  1.6  1.17],[0.9508569 1.6948951 0.8224746]
1844,[0.8  4.   1.77],[0.69281816 4.0878997  1.712892  ]
1845,[4.   2.4  1.77],[3.8929756 2.4516263 1.9803685]
1846,[0.8  0.8  0.77],[0.93675745 0.8467803  0.6536495 ]
1847,[1.6  4.   2.17],[1.6442754 3.91326   2.289245 ]
1848,[3.2  1.6  0.37],[3.2275624 1.5451622 0.2956519]
1849,[4.   3.2  0.97],[3.829054  3.2526398 1.6593825]
1850,[0.8  0.8  1.97],[0.83228254 0.86341476 1.8427476 ]
1851,[4.   1.6  1.17],[4.0391536 1.6154265 1.0255457]
1852,[1.6  1.6  2.17],[1.5434532 1.6422107 1.9448187]
1853,[3.2  2.4  0.37],[3.2033768  2.355141   0.20622844]
1854,[2.4  2.4  0.77],[2.3810136  2.417039   0.72984713]
1855,[3.2  2.4  0.77],[3.0551496 2.3143811 0.5433212]
1856,[3.2  0.8  0.17],[3.2334042  0.6313864  0.47530007]
1857,[0.8  3.2  1.97],[0.99974   3.2176595 2.0628142]
1858,[4.   4.   1.17],[3.7806432 3.9420643 2.3600795]
1859,[1.6  0.8  1.37],[1.6139088 0.8111048 1.492878 ]
1860,[1.6  0.8  2.17],[1.5132339  0.88939416 2.1382992 ]
1861,[2.4  0.8  0.97],[2.3476267 0.8177712 0.9318975]
1862,[4.   4.   2.17],[3.768776  3.8969612 2.7068977]
1863,[0.8  1.6  0.17],[0.9989821  1.600731   0.21714538]
1864,[3.2  3.2  0.77],[3.0518665 3.2703846 1.3974319]
1865,[3.2  1.6  1.57],[3.3281622 1.459007  1.4615122]
1866,[0.8  1.6  1.77],[0.98466504 1.7404506  1.3892028 ]
1867,[4.   0.8  1.97],[3.8402514  0.92784905 1.9718515 ]
1868,[1.6  1.6  1.37],[1.5845749 1.6237667 1.3510399]
1869,[3.2  0.8  1.57],[3.27557   0.6848649 1.513438 ]
1870,[4.   2.4  0.77],[3.9623957  2.4249983  0.78132045]
1871,[4.   0.8  1.97],[3.916943  0.8762622 1.9584575]
1872,[3.2  2.4  0.17],[3.229646  2.3381376 0.3702125]
1873,[4.   4.   2.17],[3.7532864 3.8319845 2.4372811]
1874,[4.   3.2  1.97],[4.005411  3.3959286 2.448123 ]
1875,[3.2  4.   0.17],[3.0118146 3.7582593 0.8362282]
1876,[4.   4.   1.37],[3.7870896 3.9501543 2.3691294]
1877,[4.   1.6  1.97],[3.103444  2.017699  2.1630204]
1878,[0.8  1.6  1.77],[0.9626529 1.7291286 1.5401022]
1879,[2.4  3.2  0.77],[2.3552566 3.1623805 0.9235765]
1880,[2.4  3.2  0.57],[2.3701992  2.6337924  0.52377427]
1881,[1.6  4.   1.37],[1.5810282 4.0341444 1.418822 ]
1882,[2.4  1.6  1.77],[2.3564165 1.781719  2.0114598]
1883,[1.6  4.   1.37],[1.5976746 4.0203366 1.3700013]
1884,[4.   2.4  2.17],[3.9354236 2.333707  2.2356334]
1885,[1.6  1.6  2.17],[1.5723882 1.6465588 2.010737 ]
1886,[2.4  2.4  0.77],[2.383017   2.4221418  0.70998937]
1887,[0.8  1.6  0.57],[1.0320073 1.6521623 0.7354945]
1888,[4.   2.4  0.17],[4.2773433 2.2557771 0.       ]
1889,[4.   4.   0.17],[3.610609  3.6964946 1.626081 ]
1890,[0.8  4.   0.57],[0.6366873  4.2218423  0.91073775]
1891,[4.   0.8  0.37],[3.9978547  0.79771924 0.3451587 ]
1892,[0.8  0.8  2.17],[0.89116836 0.8150711  2.031701  ]
1893,[2.4  2.4  0.97],[2.4712276  2.274853   0.47901845]
1894,[3.2  3.2  1.57],[3.013217  3.1567457 1.8823798]
1895,[3.2  0.8  1.17],[3.3129277 0.5857973 1.1915323]
1896,[2.4  0.8  0.37],[2.3509111 0.7048062 0.5031846]
1897,[3.2  3.2  0.37],[3.0813644 3.183595  0.5951416]
1898,[2.4  0.8  0.57],[2.2926865 1.0187647 0.8505364]
1899,[4.   2.4  1.77],[3.952653  2.4480362 1.9030852]
1900,[1.6  1.6  2.17],[1.5805442 1.6685686 2.0162978]
1901,[3.2  4.   0.77],[3.0949855 3.862718  1.2894895]
1902,[3.2  4.   1.17],[3.0234618 4.0399284 1.7812405]
1903,[0.8  0.8  1.57],[0.83936393 0.8045827  1.4789094 ]
1904,[3.2  2.4  1.37],[3.185004  2.3905928 1.1560242]
1905,[0.8  0.8  2.17],[0.9076539  0.83037794 2.074265  ]
1906,[0.8  1.6  1.17],[0.9632478  1.6824864  0.86355823]
1907,[4.   2.4  0.77],[3.943104  2.4787393 0.6849916]
1908,[4.   4.   2.17],[3.7522194 3.90843   2.7798362]
1909,[3.2  4.   1.77],[3.071256  4.00274   1.8668144]
1910,[2.4  1.6  1.37],[2.3916202 1.8068398 1.6974688]
1911,[4.   1.6  1.17],[4.0841827 1.622513  1.1974518]
1912,[4.   2.4  1.97],[3.9709418 2.359483  2.232826 ]
1913,[3.2  1.6  1.37],[3.4731593 1.4296571 1.2401637]
1914,[2.4  2.4  0.77],[2.3762565 2.3870997 0.5899591]
1915,[4.   4.   1.37],[3.751312  3.9830527 2.2899146]
1916,[0.8  0.8  0.37],[0.7904606  0.80662155 0.9516178 ]
1917,[4.   3.2  0.77],[3.7399373 3.1887827 1.6249354]
1918,[2.4  0.8  0.57],[2.3280828 0.7525015 0.8540885]
1919,[1.6  2.4  0.37],[1.7189137  2.4522398  0.32114804]
1920,[3.2  4.   0.17],[2.993638   3.8367984  0.80623436]
1921,[3.2  1.6  0.37],[3.233026   1.5265888  0.27153754]
1922,[3.2  0.8  0.97],[3.219492   0.6664635  0.77343607]
1923,[0.8  1.6  1.57],[0.9543195 1.7061968 1.163107 ]
1924,[0.8  4.   1.77],[0.7300235 4.007371  1.8573785]
1925,[4.   2.4  0.77],[3.9561315 2.4349852 0.8264792]
1926,[2.4  3.2  1.77],[2.379119  3.2647207 2.038899 ]
1927,[1.6  2.4  0.97],[1.6184849  2.4911866  0.48713928]
1928,[0.8  3.2  1.77],[1.1092501 3.1724765 1.892272 ]
1929,[2.4  1.6  2.17],[2.3021688 1.7417705 1.948874 ]
1930,[4.   1.6  1.37],[4.270955  1.6113818 1.439661 ]
1931,[1.6  3.2  1.77],[1.4521983 3.3496194 1.1652935]
1932,[3.2  4.   0.37],[2.9665294 3.969137  1.132546 ]
1933,[1.6  0.8  2.17],[1.6261706 0.9086561 1.9663225]
1934,[4.   2.4  1.97],[4.0743814 2.25449   2.0851846]
1935,[3.2  2.4  0.37],[3.1011565 2.3323107 0.3472367]
1936,[1.6  3.2  1.77],[1.4600623 3.3460689 1.0479401]
1937,[3.2  2.4  1.97],[3.2325354 2.3981707 2.0914407]
1938,[1.6  4.   2.17],[1.824575  3.469843  2.2255797]
1939,[0.8  3.2  1.97],[0.8133235 3.2855487 1.9089535]
1940,[2.4  1.6  1.37],[2.3683257 1.7602065 1.5603964]
1941,[1.6  1.6  0.57],[1.5817485 1.6472633 0.7294989]
1942,[3.2  3.2  1.37],[3.1323512 3.267336  1.6254109]
1943,[1.6  1.6  0.97],[1.6190553 1.6158946 0.9681502]
1944,[2.4  0.8  0.97],[2.376616   0.78588414 0.9258354 ]
1945,[3.2  4.   1.77],[3.0375829 4.0480623 2.0657692]
1946,[4.   2.4  1.97],[4.025997  2.3004065 2.145052 ]
1947,[1.6  1.6  1.57],[1.6647681 1.6893041 1.4140408]
1948,[0.8  1.6  1.37],[0.9485352 1.6592538 1.0493108]
1949,[1.6  4.   1.37],[1.578073  3.9844263 1.3952208]
1950,[2.4  2.4  0.57],[2.437721  2.3473706 0.5042424]
1951,[1.6  1.6  0.97],[1.6564387 1.622428  0.853788 ]
1952,[4.   4.   0.97],[3.7651625 3.9144804 2.4225507]
1953,[1.6  2.4  1.97],[1.8118746 2.4121675 1.5689583]
1954,[3.2  2.4  0.77],[2.0793018 2.4921877 0.7285256]
1955,[0.8  4.   1.57],[0.6667621 4.1218414 1.5980184]
1956,[4.   4.   1.97],[3.690124  3.9760022 2.2680495]
1957,[3.2  0.8  0.97],[3.1062512 0.8326473 0.9653897]
1958,[1.6  4.   0.17],[1.6023742 4.039053  0.6224117]
1959,[2.4  0.8  0.57],[2.3265991  0.7779598  0.79763424]
1960,[2.4  0.8  0.17],[2.332416  0.6962297 0.5193527]
1961,[0.8  4.   0.97],[0.6771891  4.0759625  0.75656974]
1962,[2.4  1.6  1.97],[2.4064672 1.9014356 2.058577 ]
1963,[3.2  4.   1.77],[3.0706656 4.0135956 1.8226286]
1964,[2.4  3.2  0.77],[2.3592591 3.1985202 1.0089153]
1965,[4.   1.6  2.17],[4.477336  1.4113659 2.2372136]
1966,[2.4  2.4  1.17],[2.4562826  2.4209237  0.96028835]
1967,[2.4  1.6  0.77],[2.3655467 1.9313139 1.0429705]
1968,[1.6  2.4  1.37],[1.5923215 2.4179304 1.440795 ]
1969,[4.   1.6  0.97],[4.0870895  1.619427   0.47490275]
1970,[0.8  3.2  1.77],[0.9257126 3.2441413 2.0987089]
1971,[4.   1.6  1.77],[3.7478004 1.8276573 1.9161158]
1972,[4.   1.6  0.97],[4.1191583  1.5645572  0.76233673]
1973,[3.2  1.6  2.17],[3.1581972 1.7386808 2.2675352]
1974,[0.8  0.8  1.17],[0.79787767 0.7809601  1.4255707 ]
1975,[3.2  4.   0.77],[3.1378665 3.874664  1.1516968]
1976,[3.2  2.4  1.17],[3.2162006 2.4234254 1.4934525]
1977,[2.4  0.8  0.77],[2.388099  0.7174938 1.1695023]
1978,[3.2  1.6  1.17],[3.2230978 1.5336831 1.0134915]
1979,[0.8  3.2  1.57],[1.0736405 3.1984518 1.7359746]
1980,[0.8  0.8  0.17],[0.8108525  0.7515967  0.75220215]
1981,[2.4  1.6  0.17],[2.3422463  1.6191647  0.33451688]
1982,[2.4  3.2  1.37],[2.3085942 3.1952755 1.126253 ]
1983,[3.2  4.   0.97],[2.9799447 3.9565873 2.0251265]
1984,[2.4  0.8  0.37],[2.35637    0.7225096  0.47150922]
1985,[0.8  4.   0.17],[0.85727024 4.0691395  0.45138454]
1986,[0.8  3.2  2.17],[1.1377171 2.993794  2.1066499]
1987,[4.   1.6  1.97],[4.604498  1.290989  2.1127586]
1988,[1.6  1.6  1.77],[1.5569868 1.6566556 1.681537 ]
1989,[4.   3.2  0.17],[3.8940802  3.1522608  0.67122865]
1990,[1.6  1.6  1.17],[1.6364124 1.6282735 1.3461504]
1991,[1.6  1.6  0.77],[1.6244146  1.6318665  0.69578326]
1992,[4.   3.2  2.17],[4.023237  3.198297  2.4621708]
1993,[1.6  1.6  0.97],[1.6389825 1.5982635 0.7699835]
1994,[1.6  0.8  1.77],[1.9073637  1.582294   0.70322675]
1995,[4.   1.6  1.97],[4.614932  1.238767  2.1585295]
1996,[0.8  4.   0.57],[0.6712198 4.173505  0.5723103]
1997,[0.8  3.2  0.57],[0.87548554 3.052969   0.3358577 ]
1998,[2.4  1.6  0.77],[2.378436  1.9179558 1.181542 ]
1999,[3.2  0.8  1.37],[3.2909875 0.6229907 1.3616159]
2000,[1.6  2.4  0.97],[1.5577686 2.4864342 0.6743427]
2001,[1.6  0.8  1.97],[1.6099274 0.8673588 1.9452595]
2002,[1.6  0.8  1.57],[1.6289091 0.8419205 1.6864455]
2003,[3.2  0.8  0.57],[3.1632442 0.6870811 0.6869061]
2004,[3.2  0.8  1.37],[3.3071303  0.64183235 1.1520824 ]
2005,[2.4  4.   1.97],[2.6845064 3.5529227 2.1250725]
2006,[3.2  4.   1.77],[2.9920878 3.9047256 2.0620236]
2007,[0.8  4.   1.37],[0.6596314 4.086225  1.3037839]
2008,[2.4  3.2  1.37],[2.3385093 3.2001765 1.157151 ]
2009,[3.2  0.8  0.37],[3.2293153  0.71607995 0.8215954 ]
2010,[0.8  2.4  1.37],[0.7191305 2.4565957 1.283451 ]
2011,[4.   2.4  1.97],[3.9558115 2.3274412 2.1044474]
2012,[1.6  2.4  0.17],[2.34546    2.385473   0.36986315]
2013,[2.4  4.   1.37],[2.2097564 3.958376  1.5629313]
2014,[4.   4.   1.97],[3.7377229 3.927848  2.1460075]
2015,[3.2  1.6  1.77],[3.4458213 1.4804236 1.8876446]
2016,[2.4  1.6  1.17],[2.3754256 1.7876089 1.0148504]
2017,[0.8  2.4  0.17],[0.92590797 2.3779507  0.42382193]
2018,[3.2  4.   1.57],[3.0940578 4.1966953 2.1316404]
2019,[2.4  3.2  2.17],[2.383636  3.3097382 2.2396228]
2020,[0.8  3.2  0.57],[0.9098847 3.1030786 0.3512975]
2021,[1.6  2.4  1.57],[1.6487224 2.3768344 1.4887911]
2022,[2.4  2.4  1.37],[2.3184643 2.4755197 1.8292861]
2023,[4.   2.4  1.17],[3.7880354 2.3831658 1.3370085]
2024,[2.4  3.2  1.77],[2.4098477 3.3294663 2.0830793]
2025,[3.2  2.4  1.57],[3.1197348 2.4082289 1.5237088]
2026,[3.2  2.4  0.97],[3.068584   2.429945   0.83516604]
2027,[2.4  4.   1.37],[2.2295532 3.9640195 1.6282978]
2028,[0.8  2.4  0.17],[0.9339659  2.436978   0.42078048]
2029,[1.6  1.6  1.77],[1.563571  1.6604092 1.7514626]
2030,[3.2  1.6  0.17],[3.300173   1.5326425  0.21991265]
2031,[3.2  2.4  1.17],[3.206679  2.4251764 1.4336054]
2032,[2.4  1.6  0.37],[2.4060144 2.475462  1.1897454]
2033,[0.8  0.8  1.57],[0.87655187 0.80065584 1.414693  ]
2034,[3.2  3.2  1.77],[3.0843866 3.210751  2.0562487]
2035,[2.4  2.4  0.37],[2.3834596  2.4604895  0.25837368]
2036,[3.2  0.8  0.17],[3.134046   0.78846264 0.3585379 ]
2037,[3.2  0.8  1.97],[3.3226514 0.662421  1.8628106]
2038,[3.2  1.6  1.37],[3.2806659 1.5154616 1.2924423]
2039,[0.8  2.4  1.97],[0.6756294 2.3431494 1.9542472]
2040,[4.   4.   1.37],[3.8232036 3.8766394 2.3984287]
2041,[4.   2.4  0.17],[3.840053   2.3915455  0.24904078]
2042,[0.8  4.   0.17],[0.74267507 4.1072865  0.4428929 ]
2043,[2.4  3.2  0.37],[2.3358545 3.1717036 1.0162681]
2044,[2.4  4.   1.97],[2.3817155 3.9050355 2.0729008]
2045,[3.2  0.8  0.37],[3.2617514  0.64784527 0.5889466 ]
2046,[0.8  2.4  0.17],[0.86606467 2.4284344  0.38179314]
2047,[3.2  3.2  0.77],[3.0604842 3.2470813 1.1445116]
2048,[1.6  3.2  0.57],[1.4456483  3.3898127  0.37867624]
2049,[4.   2.4  0.57],[3.8950992 2.3979855 0.7306831]
2050,[1.6  0.8  0.97],[1.6048815 0.7970431 1.21916  ]
2051,[1.6  4.   0.17],[1.5800626  4.081561   0.70923567]
2052,[0.8  3.2  1.57],[1.7988431 2.6791086 2.157782 ]
2053,[1.6  1.6  0.37],[1.6109656  1.591704   0.64973617]
2054,[4.   0.8  1.57],[4.115929  0.8247423 1.3974414]
2055,[3.2  2.4  1.97],[3.2453215 2.4279332 2.1554532]
2056,[4.   4.   0.17],[2.2192564 2.2855575 1.0982062]
2057,[1.6  4.   1.17],[1.5882976 4.0027266 0.8939605]
2058,[0.8  2.4  1.57],[0.7354082 2.4401774 1.4171498]
2059,[1.6  2.4  1.97],[1.7987986 2.4396362 1.6011817]
2060,[1.6  1.6  2.17],[1.5586    1.6369056 2.0019062]
2061,[4.   1.6  0.37],[4.0569534  1.5805044  0.30955064]
2062,[2.4  0.8  0.37],[2.3408732  0.70010495 0.48554862]
2063,[4.   4.   0.77],[3.620268  3.8141904 1.7186811]
2064,[3.2  4.   1.77],[3.0074482 4.0774455 2.093062 ]
2065,[3.2  0.8  0.57],[3.1688297  0.69106436 0.8715894 ]
2066,[3.2  4.   1.17],[3.0608633 3.9984856 1.8624772]
2067,[1.6  2.4  0.57],[1.5559094  2.4006858  0.34530056]
2068,[0.8  4.   0.57],[0.663187   4.1678624  0.46671236]
2069,[2.4  4.   2.17],[2.3766773 4.0349164 2.341751 ]
2070,[2.4  0.8  1.77],[2.3849173 0.7310288 2.0524206]
2071,[2.4  4.   0.17],[2.2590764 3.8736243 0.6250067]
2072,[2.4  0.8  0.17],[2.327849   0.71062076 0.568401  ]
2073,[2.4  3.2  1.37],[2.341578  3.2177527 1.1305952]
2074,[3.2  1.6  1.97],[3.2905636 1.5572968 1.9939418]
2075,[4.   1.6  1.57],[4.234833  1.6320406 1.8829721]
2076,[0.8  4.   1.17],[0.7144718 4.088697  1.1687617]
2077,[0.8  4.   1.57],[0.71398926 4.0894094  1.6835067 ]
2078,[1.6  4.   0.57],[1.6379156 3.9309309 0.7036869]
2079,[4.   4.   1.97],[3.7213407 3.9554064 2.1670299]
2080,[2.4  2.4  0.57],[2.3795097  2.3860219  0.43606085]
2081,[0.8  2.4  1.97],[0.6835958 2.3273454 1.9995936]
2082,[2.4  0.8  1.97],[2.3763962 0.7986814 1.8764496]
2083,[3.2  2.4  1.77],[3.2675087 2.3205655 1.8084433]
2084,[3.2  4.   0.57],[3.0731936 3.860292  1.0284233]
2085,[4.   1.6  1.97],[4.692141  1.2447579 2.1095128]
2086,[1.6  4.   0.77],[1.5712969 3.968851  0.9653586]
2087,[4.   1.6  0.17],[4.1743307  1.6455611  0.16455889]
2088,[1.6  0.8  0.57],[1.846848   0.7883711  0.48686302]
2089,[2.4  3.2  1.17],[2.3100138 3.1853542 1.0631756]
2090,[4.   3.2  1.97],[3.8141432 3.3570104 2.3157878]
2091,[1.6  2.4  1.17],[1.6279466 2.4070451 1.2331105]
2092,[2.4  2.4  0.77],[2.3760245 2.441546  0.6521249]
2093,[4.   1.6  1.97],[4.6356535 1.271082  2.252387 ]
2094,[3.2  3.2  1.57],[3.0062444 3.164626  1.9645824]
2095,[2.4  0.8  1.77],[2.3615606  0.74776447 2.0333414 ]
2096,[3.2  4.   0.17],[3.032329  3.8365443 0.7416545]
2097,[2.4  2.4  0.57],[2.409791  2.3776855 0.3863904]
2098,[1.6  4.   0.17],[1.6072431 4.038844  0.6014571]
2099,[3.2  0.8  1.17],[3.2973478 0.6443367 1.4311476]
2100,[4.   4.   2.17],[3.7545023 3.8862853 2.6124296]
2101,[2.4  4.   1.57],[2.2342248 3.913771  1.8199339]
2102,[0.8  0.8  0.77],[0.89189875 0.82279205 0.6950731 ]
2103,[1.6  4.   1.57],[1.5738416 4.0566936 1.3989699]
2104,[3.2  1.6  1.37],[3.3610654 1.5089734 1.3343704]
2105,[4.   3.2  1.97],[3.8230028 3.3545299 2.3374422]
2106,[1.6  1.6  1.77],[1.5814352 1.6912869 1.5402946]
2107,[3.2  1.6  1.97],[3.2857656 1.4749358 2.0085187]
2108,[4.   4.   1.97],[3.7346196 3.9649296 2.3632786]
2109,[1.6  4.   2.17],[1.6329489 4.019825  2.2153797]
2110,[0.8  1.6  1.57],[0.94320226 1.7225298  1.0217302 ]
2111,[0.8  3.2  2.17],[1.7443099 2.8833494 2.1046638]
2112,[0.8  0.8  1.97],[0.8565475 0.898674  1.8348244]
2113,[4.   4.   2.17],[3.7333105 3.8994656 2.6333475]
2114,[2.4  1.6  0.17],[2.3332953 2.0268323 0.5696797]
2115,[2.4  0.8  0.57],[2.3700087  1.0755541  0.88503647]
2116,[1.6  3.2  1.97],[1.4357136 3.280495  1.7789905]
2117,[0.8  4.   1.37],[0.6917944 4.073206  1.1973338]
2118,[4.   0.8  0.77],[4.0515156  0.7700553  0.43075508]
2119,[1.6  1.6  0.57],[1.6073539  1.5604517  0.48546302]
2120,[0.8  3.2  0.77],[0.81619453 3.1845167  0.6252388 ]
2121,[4.   2.4  2.17],[4.058905  2.2739131 2.2051854]
2122,[3.2  4.   1.37],[3.1564941 4.0055614 2.780365 ]
2123,[2.4  1.6  0.37],[2.451851  2.4974833 1.4764433]
2124,[2.4  1.6  2.17],[2.3236816 1.7791805 2.1144452]
2125,[0.8  0.8  0.77],[0.8094387  0.78330374 0.9118045 ]
2126,[1.6  1.6  1.17],[1.5762267 1.6131469 1.041594 ]
2127,[2.4  4.   0.57],[2.226511 3.790186 0.755885]
2128,[0.8  0.8  1.97],[0.84734285 0.88374484 1.8278193 ]
2129,[3.2  0.8  1.97],[3.3170006 0.6729913 1.8689091]
2130,[2.4  1.6  1.57],[2.378377  1.8110665 1.7512193]
2131,[0.8  0.8  0.57],[0.89077175 0.7884376  0.62245065]
2132,[2.4  3.2  0.17],[2.3608007  3.158533   0.39106607]
2133,[1.6  0.8  1.37],[1.6107149 0.8462018 1.6231997]
2134,[4.   0.8  0.37],[3.9787023  0.7893758  0.31368417]
2135,[1.6  2.4  1.17],[1.6146381 2.4358253 1.5157014]
2136,[2.4  1.6  0.77],[2.3683772 1.9464463 1.2449181]
2137,[4.   2.4  0.17],[4.2174363  2.3238323  0.02641177]
2138,[0.8  0.8  0.17],[0.817739   0.75491667 0.5903718 ]
2139,[1.6  1.6  1.97],[1.6024323 1.6213765 2.003878 ]
2140,[0.8  3.2  0.77],[0.7726798  3.2379165  0.73536754]
2141,[1.6  2.4  1.57],[1.612127 2.340903 1.799166]
2142,[3.2  1.6  1.17],[3.3004773 1.482643  0.9250258]
2143,[1.6  4.   1.17],[1.6072491 4.010507  1.1860445]
2144,[4.   4.   0.97],[3.7274652 3.945602  2.3624003]
2145,[1.6  3.2  0.57],[1.5518789 3.2970457 0.596745 ]
2146,[1.6  4.   0.97],[1.6263998 3.9674163 0.7208419]
2147,[4.   3.2  0.97],[3.839653  3.3158374 1.7442515]
2148,[1.6  1.6  0.17],[1.6058758  1.5981832  0.49844575]
2149,[1.6  1.6  1.17],[1.6298246 1.6351084 1.2133168]
2150,[4.   0.8  2.17],[3.5884326 1.3117703 1.9363078]
