,Actual,Predicted
249,[3.2  1.6  1.77],[3.443925  1.4557409 1.8319305]
250,[4.   4.   0.17],[3.5918288 3.7007594 1.6945622]
251,[0.8  0.8  1.37],[0.80094755 0.84586596 1.5229311 ]
252,[1.6  1.6  1.57],[1.661943  1.6388861 1.480517 ]
253,[4.   3.2  1.77],[3.8276448 3.3060455 2.2783012]
254,[1.6  3.2  0.97],[2.3980093 2.4658625 1.3122467]
255,[0.8  0.8  1.17],[0.8208915  0.75759363 1.4573802 ]
256,[1.6  3.2  0.77],[2.2406259 2.6444247 1.2653348]
257,[2.4  2.4  0.17],[2.4167092  2.4352515  0.17609704]
258,[2.4  0.8  1.17],[2.388963  0.8887749 1.4910902]
259,[0.8  3.2  1.57],[0.8740071 3.2586808 1.6374873]
260,[1.6  4.   0.17],[1.5880973  4.0389977  0.72174835]
261,[0.8  0.8  1.37],[0.78549826 0.83159995 1.4653236 ]
262,[2.4  1.6  0.77],[2.3486028 1.7564902 1.0181069]
263,[0.8  0.8  1.97],[0.83449364 0.8563019  1.7904758 ]
264,[1.6  4.   1.97],[1.533471  4.0517845 1.9549164]
265,[3.2  3.2  1.17],[3.0464888 3.3039522 1.615541 ]
266,[3.2  0.8  0.97],[3.2342207 0.6893549 0.9965867]
267,[1.6  2.4  0.97],[1.4841642  2.4160008  0.49022424]
268,[4.   1.6  0.17],[4.1613626  1.6671567  0.22303623]
269,[1.6  2.4  0.77],[1.4773734  2.351695   0.75307643]
270,[3.2  0.8  1.57],[3.2104912 0.7944915 1.6360435]
271,[4.   2.4  1.77],[3.9203975 2.4464052 1.7382755]
272,[0.8  0.8  0.97],[0.86451817 0.81323886 1.3068889 ]
273,[2.4  3.2  0.17],[2.3653698  2.968419   0.41574073]
274,[3.2  1.6  0.17],[3.2437525  1.6271988  0.16536272]
275,[4.   0.8  1.77],[3.442225  1.2417037 1.604291 ]
276,[2.4  3.2  0.57],[2.360254   3.194291   0.50775886]
277,[3.2  3.2  0.77],[3.0430958 3.2399335 1.3115393]
278,[3.2  0.8  0.77],[3.2231565  0.80615973 0.6733228 ]
279,[3.2  0.8  1.57],[3.044224  1.2932467 1.6974311]
280,[0.8  0.8  1.17],[0.8494555 0.7596134 1.3970191]
281,[2.4  4.   1.77],[2.3119318 4.1145277 2.0540266]
282,[2.4  0.8  1.17],[2.3981    0.7430049 1.6134479]
283,[2.4  2.4  0.97],[2.365408  2.4658294 1.0163922]
284,[4.   3.2  1.37],[3.7810698 3.2929258 2.0747266]
285,[3.2  0.8  1.97],[3.2251182  0.76174986 1.7363279 ]
286,[4.   3.2  0.77],[3.8063922 3.2213955 1.4839226]
287,[4.   0.8  0.77],[4.068187  0.7402903 0.3751551]
288,[2.4  2.4  2.17],[2.3330808 2.425829  1.6647565]
289,[3.2  1.6  1.77],[3.465529  1.4244149 1.9183943]
290,[4.   3.2  0.77],[3.83469   3.2385502 1.4737425]
291,[3.2  1.6  1.77],[3.446003  1.4356318 1.8031341]
292,[3.2  1.6  0.97],[3.3124452 1.4584248 0.8433273]
293,[0.8  0.8  1.77],[0.8170867  0.84845555 1.7068084 ]
294,[0.8  4.   1.37],[0.7141104 4.0514746 1.1566367]
295,[3.2  0.8  0.17],[3.1744556  0.74820065 0.38830614]
296,[2.4  0.8  1.77],[2.374327  0.7174914 2.0446486]
297,[0.8  3.2  0.57],[0.9564638  3.039065   0.29469007]
298,[3.2  2.4  2.17],[3.1530263 2.590679  2.3764224]
299,[4.   4.   2.17],[3.7394967 3.8995705 2.8665829]
300,[0.8  0.8  1.17],[0.8006456 0.7655232 1.4541273]
301,[0.8  4.   0.77],[0.7606368  4.044914   0.83026874]
302,[4.   4.   2.17],[3.7162044 3.9304273 2.77278  ]
303,[3.2  3.2  1.77],[3.114715 3.248958 2.149169]
304,[1.6  0.8  1.17],[1.6478784  0.80344415 0.97750145]
305,[4.   1.6  1.37],[4.2903585 1.5512547 1.2518325]
306,[1.6  0.8  1.77],[1.6183608 0.8270118 1.8449743]
307,[0.8  3.2  1.37],[0.6637647 3.3849895 1.1811537]
308,[4.   0.8  0.37],[4.0359507 0.7978816 0.3402927]
309,[3.2  1.6  1.97],[3.2960424 1.4701378 2.01694  ]
310,[0.8  3.2  0.97],[0.768419  3.3382742 1.0839789]
311,[4.   3.2  2.17],[3.8798707 3.2561603 2.400532 ]
312,[1.6  3.2  1.17],[1.6757694 3.1355934 1.1224495]
313,[1.6  1.6  2.17],[1.5799992 1.6313854 2.0386236]
314,[0.8  0.8  0.77],[0.8749063  0.7921375  0.76635754]
315,[0.8  3.2  1.37],[0.7147963 3.3338516 1.2508466]
316,[1.6  1.6  0.37],[1.6524904 1.5965452 0.6236047]
317,[1.6  0.8  0.37],[1.6334392  0.8456577  0.66841954]
318,[1.6  2.4  1.17],[1.6384714 2.4338405 1.1877215]
319,[3.2  1.6  1.17],[2.7845685 1.924964  1.201568 ]
320,[2.4  1.6  0.17],[2.3337514  1.5727327  0.37656832]
321,[1.6  4.   0.37],[1.5944567  4.022921   0.72695756]
322,[2.4  2.4  1.97],[2.264978  2.5278122 1.8767353]
323,[2.4  2.4  0.57],[2.3867066  2.3970816  0.69383764]
324,[3.2  2.4  1.77],[3.1568532 2.4101858 1.759165 ]
325,[0.8  3.2  1.97],[0.644907  3.362737  1.9383323]
326,[2.4  0.8  0.97],[2.436298   0.80053306 0.9114535 ]
327,[3.2  0.8  0.37],[3.2709577  0.6648762  0.63020355]
328,[4.   3.2  1.17],[3.8028123 3.3372874 1.893613 ]
329,[1.6  3.2  0.57],[1.4741058 3.3867326 0.3124804]
330,[2.4  2.4  1.77],[2.3944483 2.4073932 1.6988969]
331,[0.8  3.2  0.37],[0.5846132  3.3306096  0.46212935]
332,[4.   4.   0.97],[3.7224689 3.9481268 2.3103917]
333,[0.8  3.2  1.17],[0.67156696 3.3141503  1.2375727 ]
334,[2.4  2.4  1.77],[2.3840368 2.443454  1.7969685]
335,[4.   1.6  0.97],[4.0537457  1.6212745  0.48238957]
336,[3.2  4.   0.37],[2.9212723 3.9897928 1.344387 ]
337,[3.2  4.   2.17],[3.1548243 3.987402  2.8180163]
338,[0.8  4.   1.37],[0.6625732 4.0969863 1.3359119]
339,[3.2  4.   0.97],[2.9824061 4.1024294 1.804229 ]
340,[3.2  2.4  1.17],[3.2079558 2.4206214 1.3826208]
341,[3.2  4.   1.77],[3.0488033 4.070606  2.021665 ]
342,[3.2  4.   1.17],[3.0531712 3.9839811 1.9377328]
343,[3.2  4.   1.17],[3.1312582 4.152097  2.3929043]
344,[1.6  1.6  0.97],[1.6305035 1.6186874 0.9718542]
345,[0.8  3.2  1.17],[0.6603873 3.3252327 1.2042319]
346,[2.4  0.8  1.97],[2.379863  0.8817824 2.0087595]
347,[1.6  0.8  0.37],[1.6287674  0.81600296 0.9081354 ]
348,[4.   4.   1.57],[3.7586255 3.9773154 2.6562114]
349,[0.8  3.2  1.37],[0.6685692 3.3381658 1.2057685]
350,[4.   0.8  1.77],[3.3808522 1.2877123 1.5697262]
351,[1.6  0.8  0.97],[1.6046734 0.7976961 1.1583666]
352,[0.8  0.8  1.97],[0.8607142  0.87886906 1.8874297 ]
353,[4.   0.8  0.37],[3.9861429  0.8018303  0.35011756]
354,[2.4  4.   1.77],[2.322581  4.115365  2.0933084]
355,[0.8  0.8  0.37],[0.7902628  0.80661964 0.9055774 ]
356,[2.4  2.4  0.77],[2.3628912 2.4342659 0.7179081]
357,[4.   4.   0.97],[3.755536  3.9006643 2.3461676]
358,[3.2  4.   1.17],[3.060595  4.012039  1.9099872]
359,[3.2  0.8  0.77],[3.1789951  0.7807286  0.82434845]
360,[4.   0.8  2.17],[2.884324  1.8983098 1.9910315]
361,[0.8  3.2  0.97],[0.76020575 3.352861   0.793483  ]
362,[0.8  4.   0.37],[0.7829428 4.0578065 0.3416345]
363,[4.   2.4  0.77],[3.960403   2.4437606  0.76313615]
364,[4.   1.6  0.57],[4.152457   1.5409313  0.47961152]
365,[4.   1.6  1.37],[4.25118   1.6088629 1.3294985]
366,[3.2  3.2  0.37],[3.048552  3.1735382 0.5632552]
367,[0.8  1.6  0.37],[0.9060316  1.6642095  0.44692224]
368,[0.8  4.   1.57],[0.6915761 4.117938  1.7151098]
369,[4.   0.8  0.17],[3.8872533 0.8774798 0.2821281]
370,[0.8  3.2  1.57],[1.6104615 2.8549302 2.2084718]
371,[4.   4.   2.17],[3.7847295 3.9059262 2.7591815]
372,[2.4  3.2  0.57],[2.354417  3.172957  0.5031624]
373,[1.6  2.4  0.57],[1.5217788  2.4274302  0.46282506]
374,[3.2  2.4  2.17],[3.1443706 2.3779745 2.2986965]
375,[2.4  3.2  1.17],[2.3056545 3.177371  1.208473 ]
376,[4.   4.   1.57],[3.7581182 3.963523  2.4782271]
377,[4.   1.6  1.17],[4.0808635 1.6482873 1.1294358]
378,[4.   3.2  1.77],[3.8418157 3.303743  2.221322 ]
379,[1.6  2.4  1.17],[1.5993953 2.380354  0.9473759]
380,[3.2  2.4  2.17],[3.1537793 2.4368455 2.2442052]
381,[1.6  3.2  1.37],[1.4248456  3.3351033  0.98264563]
382,[3.2  4.   1.57],[3.1620276 4.149443  2.3630383]
383,[0.8  2.4  2.17],[0.6331191 2.389368  2.1638198]
384,[2.4  3.2  0.77],[2.3475254  3.127092   0.97810704]
385,[0.8  1.6  1.97],[1.0858135 1.648071  1.0871408]
386,[4.   3.2  0.97],[3.8245237 3.3027997 1.8974203]
387,[4.   2.4  0.97],[3.9762554 2.3951926 0.9640905]
388,[0.8  4.   0.97],[0.63162065 4.1445003  0.94539607]
389,[1.6  1.6  1.77],[1.5618522 1.6609023 1.6197201]
390,[0.8  2.4  1.77],[0.5044476 2.4359446 1.5192187]
391,[4.   3.2  0.77],[3.7566142 3.2115893 1.4523541]
392,[0.8  1.6  1.97],[1.0146616  1.6462979  0.85330826]
393,[2.4  3.2  1.37],[2.3523836 3.184301  1.144877 ]
394,[1.6  2.4  0.77],[1.4929945  2.346802   0.59061986]
395,[2.4  4.   1.57],[2.2560863 3.9114358 1.9083477]
396,[1.6  4.   0.17],[1.6189914  3.994169   0.64244384]
397,[3.2  4.   2.17],[3.1392019 4.011861  2.607569 ]
398,[2.4  0.8  2.17],[2.3586686  0.85158515 2.430402  ]
399,[3.2  0.8  0.77],[3.3452835 0.5190315 0.8961791]
400,[3.2  1.6  1.37],[3.3906543 1.4649894 1.1943165]
401,[1.6  4.   0.17],[1.6106169 3.9838963 0.6412426]
402,[4.   3.2  2.17],[3.7868063 3.3175337 2.4507778]
403,[3.2  3.2  1.77],[3.0985785 3.209865  2.179697 ]
404,[4.   3.2  1.37],[3.767914  3.2507842 2.031642 ]
