,Actual,Predicted
51,[0.8  2.4  0.77],[0.39735746 2.5861645  1.1783421 ]
52,[2.4  4.   1.57],[2.3186853 4.0635414 1.758332 ]
53,[1.6  3.2  0.37],[2.0107417 2.7230992 1.6993484]
54,[3.2  2.4  0.17],[3.2634897 2.513826  0.3748561]
55,[2.4  2.4  1.57],[2.376201  2.5485096 1.723887 ]
56,[0.8  3.2  0.17],[0.68301797 3.0998516  1.0098892 ]
57,[2.4  0.8  0.77],[2.3517952 0.9150001 1.1195848]
58,[2.4  0.8  0.57],[2.3609343  0.88556814 0.39022803]
59,[3.2  1.6  0.57],[2.8641     1.9099045  0.92545635]
60,[0.8  1.6  0.57],[1.0273199 1.7344909 2.3584118]
61,[1.6  1.6  0.77],[1.5991516 1.6046216 1.0948492]
62,[3.2  0.8  1.77],[2.7322688 1.1489909 1.7259984]
63,[0.8  0.8  0.37],[1.0796325  0.64322805 0.8736947 ]
64,[0.8  2.4  0.17],[0.8530816  2.4598718  0.98450947]
65,[4.   3.2  0.97],[3.9093447 3.2341528 1.106038 ]
66,[4.   4.   0.17],[3.8274727  4.05862    0.27588856]
67,[1.6  2.4  1.17],[1.7585387 2.3839743 1.2244124]
68,[0.8  1.6  2.17],[0.8583257 1.6731308 2.2387972]
69,[0.8  3.2  1.17],[0.6679976 3.2151504 1.5989094]
70,[2.4  4.   1.77],[2.2859986 4.08386   1.9870559]
71,[2.4  0.8  0.17],[2.3663225  0.8666229  0.27729702]
72,[2.4  4.   1.17],[2.3085794 4.1126137 1.4421765]
73,[1.6  2.4  1.77],[1.7067351 2.3902683 1.7281861]
74,[0.8  3.2  0.57],[0.7071332 3.034296  0.9193111]
75,[1.6  3.2  1.97],[1.2174708 3.4794502 2.3064957]
76,[0.8  0.8  1.17],[0.8949549 0.6154834 1.5225718]
77,[2.4  2.4  0.37],[2.453905   2.4166446  0.38768208]
78,[0.8  1.6  1.17],[0.97687197 1.5363232  1.9496812 ]
79,[0.8  2.4  0.17],[1.0314    2.4479723 0.7455268]
80,[3.2  2.4  0.77],[3.2086825 2.5349467 0.8650973]
81,[3.2  3.2  1.57],[3.031457  3.3391209 2.0464156]
82,[1.6  4.   0.97],[1.5916828 4.047701  0.9203007]
83,[1.6  3.2  1.37],[1.4495661 3.3306994 1.4052081]
84,[1.6  3.2  1.97],[1.234337  3.4602869 2.269106 ]
85,[3.2  1.6  0.57],[3.2426422 1.6518154 0.6110511]
86,[1.6  1.6  1.17],[1.6517296 1.6067401 1.43908  ]
87,[4.   1.6  1.17],[4.002925  1.7524269 1.0322311]
88,[4.   1.6  0.57],[3.9851553  1.5981843  0.65393174]
89,[2.4  3.2  0.77],[2.3900383 3.5294847 1.2558523]
90,[4.   1.6  1.97],[0.9162893 3.2159247 2.1088476]
91,[4.   0.8  1.97],[3.2249088 1.4907143 1.2792814]
92,[1.6  2.4  1.37],[1.688754  2.404375  1.5649484]
93,[4.   4.   1.57],[3.7567706 4.0804887 1.8842263]
94,[1.6  3.2  2.17],[2.1545596 2.5195508 1.8924165]
95,[0.8  0.8  0.17],[1.007724   0.6301949  0.40385795]
96,[2.4  4.   0.97],[2.3380425 4.135071  1.0580959]
97,[0.8  0.8  1.17],[0.8736465  0.57147264 1.4232525 ]
98,[1.6  1.6  1.57],[1.5755484 1.7037088 1.7272407]
99,[3.2  0.8  2.17],[2.8439033 1.0445601 1.9288613]
100,[1.6  3.2  1.37],[1.45181   3.3730254 1.378083 ]
101,[1.6  1.6  1.57],[1.6006637 1.6472926 1.6767871]
102,[2.4  3.2  1.57],[2.2677627 3.5020888 1.730004 ]
103,[0.8  3.2  0.57],[0.65110874 3.0650773  0.88297176]
104,[0.8  3.2  0.57],[0.6678405 3.0564885 0.8850081]
105,[3.2  2.4  0.57],[3.1653633  2.570602   0.86444986]
106,[1.6  4.   0.97],[1.6038095 4.0457277 1.1130413]
107,[4.   1.6  1.37],[3.8658795 1.9394768 1.252618 ]
108,[3.2  0.8  0.77],[2.7032256 1.3067418 1.2455869]
109,[3.2  0.8  1.37],[2.770372  1.124475  1.4753512]
110,[0.8  3.2  0.37],[0.6440822 3.1211169 1.1423187]
111,[3.2  1.6  1.37],[3.17997   1.6560864 1.6457478]
112,[3.2  3.2  0.17],[3.1555858  3.2508936  0.46912634]
113,[1.6  1.6  1.77],[1.5709597 1.655391  1.9929931]
114,[0.8  0.8  0.97],[0.9388591  0.62771094 1.4978293 ]
115,[2.4  4.   0.57],[2.3651972 4.106268  0.6032811]
116,[4.   4.   0.17],[3.800341   4.1179953  0.32571864]
117,[1.6  3.2  1.77],[1.4803514 3.3141034 1.6697435]
118,[3.2  2.4  0.17],[3.2770927  2.4939377  0.35452867]
119,[1.6  4.   1.57],[1.4582224 4.2170353 1.5192149]
120,[2.4  1.6  0.57],[2.4180653 1.7046921 0.819666 ]
121,[4.   4.   0.17],[3.8085597  4.1191683  0.32111883]
122,[2.4  1.6  2.17],[2.1602738 1.765161  2.2021475]
123,[4.   3.2  0.57],[3.8870742  3.2274306  0.52445215]
124,[1.6  2.4  1.97],[2.3194256 2.4882662 1.2784419]
125,[1.6  0.8  0.57],[1.679778  0.6725161 0.4605084]
126,[4.   4.   0.17],[3.807409   4.0893326  0.28402805]
127,[3.2  3.2  0.77],[3.0913851 3.3113956 1.2646548]
128,[1.6  1.6  1.97],[1.5538863 1.636992  2.2688704]
129,[4.   0.8  1.57],[3.4325275  1.2953405  0.95526797]
130,[1.6  4.   1.77],[1.467999  4.2777042 1.6587524]
131,[0.8  2.4  0.77],[0.46405125 2.5825548  1.1920587 ]
132,[4.   4.   0.57],[3.845461   4.1338005  0.46018052]
133,[0.8  4.   0.17],[0.9990406 3.883019  0.6582014]
134,[2.4  0.8  0.17],[2.3356006  0.86750126 0.17583531]
135,[4.   0.8  2.17],[3.2305608 1.3996954 1.6947079]
136,[4.   1.6  1.97],[1.4678955 2.9073803 2.065945 ]
137,[1.6  0.8  1.97],[1.6376266 0.79159   1.7611581]
138,[0.8  4.   1.97],[0.62521017 4.164329   1.8662872 ]
139,[0.8  1.6  1.37],[0.9581853 1.5761614 1.7048473]
140,[2.4  3.2  1.97],[2.3002176 3.466762  2.0248506]
141,[0.8  4.   2.17],[1.1273096 3.672686  2.072691 ]
142,[0.8  0.8  1.97],[0.88851416 0.6934104  2.1362166 ]
143,[4.   1.6  0.57],[4.155925  1.535583  0.4506079]
144,[3.2  4.   0.17],[3.1226206 4.146787  0.4626857]
145,[3.2  3.2  0.77],[3.0219336 3.3054516 1.6008658]
146,[0.8  0.8  1.57],[0.91790724 0.6341405  1.5153496 ]
147,[3.2  2.4  0.97],[3.2330475 2.5199487 1.0669442]
148,[0.8  0.8  2.17],[0.8324058 0.672302  2.3975673]
149,[0.8  3.2  1.57],[0.7439792 3.0662737 1.9008108]
150,[1.6  3.2  0.77],[2.0696478 2.7572289 1.1596675]
151,[4.   4.   0.17],[3.8536735  4.076906   0.28630722]
152,[1.6  3.2  0.37],[1.5113564 3.3084097 0.6021001]
153,[0.8  4.   0.17],[1.0308106  3.8744416  0.58982086]
154,[1.6  3.2  0.57],[1.5217862 3.2684133 0.8180435]
155,[4.   2.4  2.17],[3.3940575 2.5952263 2.0417066]
156,[1.6  4.   1.57],[1.5424054 4.174266  1.1363596]
157,[4.   4.   0.97],[3.7883525 4.0792665 1.5495896]
158,[4.   3.2  0.17],[3.9720857  3.2864962  0.07448435]
159,[2.4  1.6  1.77],[2.2333589 1.7301769 1.8915769]
160,[1.6  4.   1.17],[1.6009088 4.0557175 1.1077007]
161,[1.6  0.8  0.97],[1.6852595  0.68307364 0.95146877]
162,[2.4  0.8  2.17],[2.2293339 0.8926916 2.1166503]
163,[4.   4.   1.17],[3.879539 4.12788  1.337385]
164,[2.4  4.   1.57],[2.3409264 4.092264  1.7407022]
165,[0.8  3.2  1.37],[1.1644437 2.9174747 1.6475306]
166,[3.2  4.   0.57],[3.157306  4.182222  0.5162342]
167,[3.2  3.2  1.17],[3.1236787 3.3233812 1.3615259]
168,[0.8  2.4  1.37],[0.39709306 2.5740113  1.5690565 ]
169,[3.2  1.6  1.17],[3.0752964 1.676236  1.3742973]
170,[4.   0.8  1.57],[3.4595613 1.2804836 0.9345865]
171,[0.8  2.4  1.57],[0.73603237 2.4225762  2.1005373 ]
172,[4.   1.6  2.17],[1.3493562 2.9598985 2.1511846]
173,[3.2  3.2  1.17],[3.1387248 3.31356   1.4355807]
174,[1.6  3.2  2.17],[1.4623272 3.228363  2.0324454]
175,[3.2  3.2  1.97],[3.0319042 3.3508685 2.0389922]
176,[4.   1.6  1.97],[1.7602825 2.7431893 1.9874048]
177,[4.   1.6  1.57],[3.5053937 1.9769715 1.4381535]
178,[4.   1.6  0.97],[3.8482344  1.6435354  0.64033914]
179,[3.2  2.4  0.57],[3.2237585  2.554617   0.68076694]
180,[0.8  1.6  1.97],[1.0657623 1.7570937 2.1559932]
181,[2.4  2.4  0.77],[2.425127   2.431175   0.79134333]
182,[3.2  0.8  0.57],[2.6646314 1.1075078 0.7804982]
183,[0.8  1.6  1.57],[0.9999963 1.5133989 1.9998236]
184,[2.4  4.   1.57],[2.3130329 4.080044  1.9284433]
185,[0.8  4.   1.77],[1.2989328 3.322573  1.7236904]
186,[4.   4.   0.57],[3.7212386 4.0674787 0.4269033]
187,[4.   3.2  0.57],[3.8802142 3.23249   0.5262572]
188,[2.4  1.6  0.97],[2.4267268  1.6870198  0.89294875]
189,[0.8  1.6  1.57],[0.99399567 1.5040387  2.0497475 ]
190,[1.6  4.   1.57],[1.523984  4.1917067 1.2318172]
191,[4.   3.2  1.77],[3.739166  3.3238466 2.0077302]
192,[0.8  4.   1.57],[2.700394  1.9180621 1.3021595]
193,[2.4  0.8  1.77],[2.287182   0.89455664 1.5850242 ]
194,[2.4  0.8  2.17],[2.2227526 0.9168768 1.9745127]
195,[0.8  0.8  1.37],[0.87638855 0.5889435  1.5499778 ]
196,[3.2  1.6  1.57],[2.9571364 1.7136642 1.563819 ]
197,[3.2  3.2  1.77],[3.0483994 3.3529432 2.350675 ]
198,[1.6  4.   1.37],[1.5132511 4.116785  1.4571073]
199,[4.   1.6  1.17],[3.9641144 1.765496  1.0557817]
200,[3.2  1.6  1.97],[2.7837214 1.9597452 1.8147423]
201,[3.2  0.8  1.37],[2.7768872 1.1002369 1.549559 ]
202,[1.6  2.4  1.77],[1.7020215 2.3982959 1.6054962]
203,[1.6  2.4  0.57],[1.7472463 2.4142315 0.4373458]
204,[2.4  4.   1.97],[2.2712414 4.145462  2.0789165]
205,[4.   3.2  1.57],[3.8951154 3.1747775 1.6357822]
206,[0.8  0.8  2.17],[0.85368824 0.6749704  2.386209  ]
207,[1.6  0.8  1.57],[1.637528  0.7966118 1.4433899]
208,[3.2  0.8  1.17],[2.7837672 1.1946963 1.3678114]
209,[0.8  3.2  1.17],[0.7303271 3.1817667 1.6129212]
210,[0.8  4.   0.37],[0.748204   3.9964309  0.73322475]
211,[4.   1.6  0.97],[3.8912563 1.631797  0.5518614]
212,[2.4  3.2  1.17],[2.355452  3.512647  1.4675432]
213,[3.2  1.6  1.17],[3.1275983 1.691158  1.400629 ]
214,[0.8  1.6  0.57],[1.0079615 1.7047455 2.355519 ]
215,[3.2  3.2  1.37],[3.2105055 3.2311268 1.5932343]
216,[4.   3.2  1.57],[3.8903663 3.200335  1.6698   ]
217,[4.   0.8  1.37],[3.690444  1.152857  0.6268548]
218,[3.2  1.6  2.17],[3.0632367 1.7388875 2.246614 ]
219,[0.8  2.4  1.37],[0.5932796 2.5016809 1.7836654]
220,[4.   0.8  1.97],[3.2624674 1.4721911 1.2208047]
221,[4.   2.4  1.37],[3.625001  2.6467977 1.5836413]
222,[3.2  3.2  1.57],[3.0193286 3.3322663 2.1138878]
223,[2.4  1.6  1.17],[2.3770714 1.6637027 1.0770289]
224,[3.2  2.4  0.17],[3.1375175 2.504181  0.560882 ]
225,[4.   3.2  1.37],[3.8516004 3.200311  1.5728526]
226,[0.8  3.2  1.97],[2.9628918 2.1501756 1.6030414]
227,[4.   1.6  0.17],[3.959037   1.5651267  0.35177314]
228,[1.6  2.4  1.17],[1.7336793  2.3978453  0.89580905]
229,[2.4  1.6  0.77],[2.3835242  1.6825378  0.92957795]
230,[0.8  1.6  0.57],[1.023246  1.7305658 2.3416395]
231,[0.8  3.2  2.17],[0.77866614 3.271214   1.9272397 ]
232,[2.4  1.6  1.17],[2.3714786 1.7505524 0.8666833]
233,[3.2  0.8  1.57],[2.8790214 1.0580703 1.4729686]
234,[3.2  0.8  0.97],[2.7212384 1.1092994 0.8981843]
235,[1.6  4.   0.37],[1.6053228  4.0830336  0.70535713]
236,[4.   2.4  2.17],[3.4638183 2.5990486 2.0504897]
237,[0.8  2.4  1.97],[0.7840123 2.437723  2.2055273]
238,[3.2  0.8  1.37],[2.719498  1.0803163 1.6054991]
239,[0.8  1.6  1.17],[0.995347  1.5335245 1.8750474]
240,[4.   1.6  0.17],[4.028565  1.5809736 0.3985365]
241,[1.6  1.6  0.97],[1.6100845 1.6095179 1.0056906]
242,[0.8  4.   1.57],[1.4921672 3.347278  1.5236359]
243,[3.2  4.   0.57],[3.1850295 4.165538  0.6157333]
244,[1.6  0.8  1.77],[1.6404922 0.7703012 1.5809069]
245,[2.4  4.   0.97],[2.3366387 4.147127  1.2203499]
246,[4.   4.   1.97],[3.8631663 4.1271334 1.3542628]
247,[1.6  1.6  0.97],[1.6128962  1.6098642  0.87957096]
248,[4.   3.2  0.37],[3.9148855  3.2314773  0.38198453]
249,[3.2  1.6  1.77],[2.9399188 1.8008559 1.789551 ]
250,[4.   4.   0.17],[3.835473  4.072186  0.3044564]
251,[0.8  0.8  1.37],[0.8961494 0.6059365 1.6078095]
252,[1.6  1.6  1.57],[1.6082792 1.6629859 1.6716431]
253,[4.   3.2  1.77],[3.764415  3.2816887 1.9813979]
254,[1.6  3.2  0.97],[1.4154282 3.3065104 1.1213173]
255,[0.8  0.8  1.17],[0.8829355 0.617028  1.4694655]
256,[1.6  3.2  0.77],[1.6909007 3.1401207 1.0639303]
257,[2.4  2.4  0.17],[2.4696596 2.4293256 0.3236432]
258,[2.4  0.8  1.17],[2.3065193 0.9668759 1.1889454]
259,[0.8  3.2  1.57],[0.6332431 3.136052  1.742647 ]
260,[1.6  4.   0.17],[1.6281843 4.0195255 0.6428941]
261,[0.8  0.8  1.37],[0.8911793 0.6118934 1.6246461]
262,[2.4  1.6  0.77],[2.3887553  1.6499155  0.98917043]
263,[0.8  0.8  1.97],[0.87276673 0.70259523 2.1213336 ]
264,[1.6  4.   1.97],[1.4296529 4.179991  2.0175765]
265,[3.2  3.2  1.17],[3.1179519 3.2698448 1.4464979]
266,[3.2  0.8  0.97],[2.7135131 1.0603886 1.0320518]
267,[1.6  2.4  0.97],[1.9366751 2.3895168 0.7986721]
268,[4.   1.6  0.17],[3.954832   1.6105403  0.44448495]
269,[1.6  2.4  0.77],[1.7374207  2.3758016  0.72875166]
270,[3.2  0.8  1.57],[2.8831296 1.0835726 1.487924 ]
271,[4.   2.4  1.77],[3.8266144 2.4877439 1.9601965]
272,[0.8  0.8  0.97],[0.8695209  0.63917613 1.3969684 ]
273,[2.4  3.2  0.17],[2.3578706 3.4584908 0.7976302]
274,[3.2  1.6  0.17],[3.092862   1.5796171  0.28742886]
275,[4.   0.8  1.77],[3.1032825 1.5733501 1.1963285]
276,[2.4  3.2  0.57],[2.3702831  3.5985198  0.85292643]
277,[3.2  3.2  0.77],[3.0375495 3.302194  1.2558743]
278,[3.2  0.8  0.77],[2.1526823 1.8252783 1.1583961]
279,[3.2  0.8  1.57],[2.8354948 1.2432152 1.7012782]
280,[0.8  0.8  1.17],[0.91453767 0.62206817 1.3816562 ]
281,[2.4  4.   1.77],[2.2874246 4.0824566 1.9388843]
282,[2.4  0.8  1.17],[2.3164551 0.9506978 1.3082356]
283,[2.4  2.4  0.97],[2.5077639 2.3794231 0.8420486]
284,[4.   3.2  1.37],[3.8663852 3.1765208 1.6428471]
285,[3.2  0.8  1.97],[2.743608  1.1224834 1.7538892]
286,[4.   3.2  0.77],[3.9271007 3.2357535 0.7258263]
287,[4.   0.8  0.77],[4.2073936  0.92795753 0.07344496]
288,[2.4  2.4  2.17],[2.3907075 2.4032774 1.237866 ]
289,[3.2  1.6  1.77],[2.9974189 1.7300639 1.8203565]
290,[4.   3.2  0.77],[3.9035127 3.23876   0.7817992]
291,[3.2  1.6  1.77],[2.9542375 1.805227  1.7527227]
292,[3.2  1.6  0.97],[3.1906214  1.6194046  0.97068876]
293,[0.8  0.8  1.77],[0.96039855 0.67092645 1.7545377 ]
294,[0.8  4.   1.37],[0.97632766 3.8580928  1.296718  ]
295,[3.2  0.8  0.17],[2.3633053 1.5449823 0.5920862]
296,[2.4  0.8  1.77],[2.2964303  0.91689074 1.5444288 ]
297,[0.8  3.2  0.57],[0.67341995 3.0773997  0.7515373 ]
298,[3.2  2.4  2.17],[3.0833273 2.5334177 2.2038662]
299,[4.   4.   2.17],[3.660707 4.079247 2.140996]
300,[0.8  0.8  1.17],[0.88700604 0.6012373  1.4927988 ]
301,[0.8  4.   0.77],[0.86236906 3.9422374  0.9762366 ]
302,[4.   4.   2.17],[3.6434402 4.0790014 2.0100398]
303,[3.2  3.2  1.77],[3.065782  3.3300238 2.2073045]
304,[1.6  0.8  1.17],[1.677619   0.6674831  0.61413765]
305,[4.   1.6  1.37],[3.913168  1.9310465 1.0625441]
306,[1.6  0.8  1.77],[1.6340165  0.75988877 1.6662978 ]
307,[0.8  3.2  1.37],[0.9779341 3.023423  1.4934213]
308,[4.   0.8  0.37],[4.121821   0.94263864 0.15102148]
309,[3.2  1.6  1.97],[3.006048  1.8180056 1.9420421]
310,[0.8  3.2  0.97],[1.1677799 2.874437  1.3067546]
311,[4.   3.2  2.17],[3.7314463 3.3557522 2.2445145]
312,[1.6  3.2  1.17],[1.526884  3.3154223 1.3001927]
313,[1.6  1.6  2.17],[1.5513637 1.5991149 2.258555 ]
314,[0.8  0.8  0.77],[1.0230489  0.63297105 0.9145152 ]
315,[0.8  3.2  1.37],[0.73978496 3.2065263  1.5554935 ]
316,[1.6  1.6  0.37],[1.6086125 1.618178  0.7702815]
317,[1.6  0.8  0.37],[1.6956029  0.69752145 0.41499466]
318,[1.6  2.4  1.17],[1.7711908 2.380231  1.1915196]
319,[3.2  1.6  1.17],[2.921637  1.7774076 1.4397476]
320,[2.4  1.6  0.17],[2.4843178 1.3829648 0.       ]
321,[1.6  4.   0.37],[1.6035014  4.0811367  0.69024146]
322,[2.4  2.4  1.97],[2.330732  2.539297  2.1057286]
323,[2.4  2.4  0.57],[2.435791   2.3958328  0.76277095]
324,[3.2  2.4  1.77],[3.0932474 2.5679445 1.7020385]
325,[0.8  3.2  1.97],[1.6738076 2.7588658 2.037127 ]
326,[2.4  0.8  0.97],[2.3274693 0.826228  0.5191028]
327,[3.2  0.8  0.37],[2.4465551 1.3152833 0.707044 ]
328,[4.   3.2  1.17],[3.8474522 3.3498747 1.5357711]
329,[1.6  3.2  0.57],[1.5171208  3.2662978  0.70289826]
330,[2.4  2.4  1.77],[2.3783448 2.4126768 1.6514091]
331,[0.8  3.2  0.37],[0.63898945 3.1398873  1.2937849 ]
332,[4.   4.   0.97],[3.8146694 4.12424   1.4402195]
333,[0.8  3.2  1.17],[0.64138675 3.2312734  1.6071041 ]
334,[2.4  2.4  1.77],[2.350612  2.4500003 1.7827566]
335,[4.   1.6  0.97],[3.8587646 1.6385298 0.5524183]
336,[3.2  4.   0.37],[3.1772566 4.140538  0.5892476]
337,[3.2  4.   2.17],[3.008673  4.089919  2.0858366]
338,[0.8  4.   1.37],[1.1584456 3.6159039 1.2912261]
339,[3.2  4.   0.97],[3.1091368 4.115972  1.2861505]
340,[3.2  2.4  1.17],[3.1562526 2.537829  1.2726703]
341,[3.2  4.   1.77],[3.024527  4.2172537 2.0893795]
342,[3.2  4.   1.17],[3.1089191 4.102669  1.3820174]
343,[3.2  4.   1.17],[3.071039  4.0610294 1.5278046]
344,[1.6  1.6  0.97],[1.598944  1.6021376 1.1772244]
345,[0.8  3.2  1.17],[0.61179733 3.230515   1.5929163 ]
346,[2.4  0.8  1.97],[2.2970374  0.96085596 1.5196763 ]
347,[1.6  0.8  0.37],[1.6719096 0.6734086 0.5976895]
348,[4.   4.   1.57],[3.758447  4.0790415 1.808886 ]
349,[0.8  3.2  1.37],[0.7504896 3.1962354 1.5603063]
350,[4.   0.8  1.77],[3.0863962 1.6033201 1.2033223]
351,[1.6  0.8  0.97],[1.6621666 0.7098671 0.9067388]
352,[0.8  0.8  1.97],[0.816103   0.65797174 2.2811604 ]
353,[4.   0.8  0.37],[4.093013   0.96517444 0.19312531]
354,[2.4  4.   1.77],[2.2874613 4.0857716 1.9952021]
355,[0.8  0.8  0.37],[1.0717928  0.67787886 0.87720644]
356,[2.4  2.4  0.77],[2.4225688 2.4805765 0.6909952]
357,[4.   4.   0.97],[3.8316798 4.084324  1.3954946]
358,[3.2  4.   1.17],[3.0615969 4.1676836 1.7141619]
359,[3.2  0.8  0.77],[2.5603232 1.4938784 1.072786 ]
360,[4.   0.8  2.17],[3.3016944 1.3582131 1.8344014]
361,[0.8  3.2  0.97],[0.8588666 3.0378976 1.3307714]
362,[0.8  4.   0.37],[0.9232187 3.8791368 0.6399956]
363,[4.   2.4  0.77],[3.722627  2.5439174 1.1907108]
364,[4.   1.6  0.57],[4.067195   1.5721295  0.51069593]
365,[4.   1.6  1.37],[3.8899174 1.9303248 1.1843281]
366,[3.2  3.2  0.37],[3.1397438  3.3019938  0.75029325]
367,[0.8  1.6  0.37],[0.99604034 1.7107711  1.5025592 ]
368,[0.8  4.   1.57],[1.311021  3.5562901 1.5927489]
369,[4.   0.8  0.17],[4.1632314  0.96665835 0.05821407]
370,[0.8  3.2  1.57],[0.5763024 3.2244005 1.8291321]
371,[4.   4.   2.17],[3.7414908 4.0763245 1.951745 ]
372,[2.4  3.2  0.57],[2.3794541 3.6111965 0.9009886]
373,[1.6  2.4  0.57],[1.7786739 2.405131  0.4368297]
374,[3.2  2.4  2.17],[3.0822458 2.4628992 2.1514878]
375,[2.4  3.2  1.17],[2.322227  3.4258585 1.5702087]
376,[4.   4.   1.57],[3.8151355 4.1059933 1.5895987]
377,[4.   1.6  1.17],[3.985599  1.7745035 1.0861975]
378,[4.   3.2  1.77],[3.7580976 3.3403056 1.9741005]
379,[1.6  2.4  1.17],[1.7215412 2.4003663 0.8746063]
380,[3.2  2.4  2.17],[3.0913196 2.5269134 2.1170888]
381,[1.6  3.2  1.37],[1.4586539 3.3712242 1.1981964]
382,[3.2  4.   1.57],[3.109641  4.114772  1.4940636]
383,[0.8  2.4  2.17],[0.02794909 2.417829   2.7530212 ]
384,[2.4  3.2  0.77],[2.378483  3.3575978 1.2291821]
385,[0.8  1.6  1.97],[1.047241  1.7751459 2.0391908]
386,[4.   3.2  0.97],[3.8811367 3.2236996 1.3700501]
387,[4.   2.4  0.97],[3.6935596 2.5908675 1.3233238]
388,[0.8  4.   0.97],[0.96864736 3.7730181  0.982941  ]
389,[1.6  1.6  1.77],[1.5557578 1.6637594 1.9319937]
390,[0.8  2.4  1.77],[0.6934236 2.475703  1.7685251]
391,[4.   3.2  0.77],[3.9185085 3.2423115 0.7560391]
392,[0.8  1.6  1.97],[0.97515345 1.6817205  1.5851977 ]
393,[2.4  3.2  1.37],[2.3815966 3.4572265 1.4745275]
394,[1.6  2.4  0.77],[1.705243  2.4022994 0.5183167]
395,[2.4  4.   1.57],[2.3211148 4.0762343 1.6760705]
396,[1.6  4.   0.17],[1.6040986 4.054492  0.70689  ]
397,[3.2  4.   2.17],[3.040867  4.1081095 1.8261442]
398,[2.4  0.8  2.17],[2.214404   0.91956043 1.9637471 ]
399,[3.2  0.8  0.77],[2.7144094 1.2673107 1.1402282]
400,[3.2  1.6  1.37],[3.1515255 1.6300977 1.3232148]
401,[1.6  4.   0.17],[1.6059225 4.051614  0.6322071]
402,[4.   3.2  2.17],[3.7003574 3.3590498 2.2019546]
403,[3.2  3.2  1.77],[3.069271  3.3724308 2.2755556]
404,[4.   3.2  1.37],[3.8122697 3.1430268 1.6411359]
