,Actual,Predicted
2807,[0.8  2.4  0.57],[0.9825032  2.4394233  0.46986365]
2808,[1.6  1.6  1.97],[1.6189374 1.59743   2.0357316]
2809,[1.6  0.8  2.17],[1.600212  0.7992854 2.1297467]
2810,[2.4  4.   0.57],[2.4120347  4.036251   0.62003213]
2811,[2.4  0.8  0.77],[2.4277098  0.81594455 0.7229371 ]
2812,[1.6  1.6  0.17],[1.6180612  1.6515746  0.30706418]
2813,[3.2  2.4  1.97],[3.2249165 2.433873  2.000954 ]
2814,[2.4  4.   1.77],[2.4327152 4.0755515 1.9979956]
2815,[1.6  0.8  0.97],[1.6192458  0.79380715 1.1405078 ]
2816,[0.8  1.6  0.77],[0.8123388 1.6152942 0.7320043]
2817,[4.   3.2  1.97],[4.017109  3.2469015 2.2680588]
2818,[1.6  0.8  2.17],[1.6084117  0.80818474 2.1404047 ]
2819,[2.4  0.8  1.37],[2.3959718 0.8004675 1.3199078]
2820,[0.8  0.8  2.17],[0.80581003 0.8191963  2.1543186 ]
2821,[1.6  1.6  0.97],[1.6225414 1.6262665 1.0713617]
2822,[4.   2.4  0.77],[4.0085664  2.4137967  0.76926994]
2823,[1.6  3.2  0.17],[1.5714712 3.2572227 0.2640766]
2824,[0.8  1.6  1.37],[0.797817  1.611943  1.2815499]
2825,[4.   3.2  0.57],[4.046176   3.2384744  0.81590235]
2826,[0.8  0.8  1.97],[0.8164722 0.8152365 1.928818 ]
2827,[2.4  2.4  1.77],[2.4328809 2.4062552 1.3501152]
2828,[2.4  0.8  0.17],[2.4034042  0.8173568  0.12196839]
2829,[4.   1.6  0.77],[4.008146  1.590915  0.6925576]
2830,[2.4  3.2  1.97],[2.3830416 3.256688  2.0457792]
2831,[1.6  2.4  0.17],[1.5327467 2.395846  0.2823999]
2832,[0.8  1.6  0.77],[0.8077228  1.6229737  0.86866975]
2833,[2.4  4.   1.17],[2.437487  4.043773  1.3744063]
2834,[3.2  0.8  0.57],[3.2015345 0.7715453 0.5365616]
2835,[4.   1.6  2.17],[3.9979641 1.5878353 2.1400473]
2836,[1.6  0.8  2.17],[1.6047927 0.8095346 2.1514058]
2837,[1.6  0.8  1.97],[1.5943902  0.80877745 1.9026293 ]
2838,[1.6  1.6  0.17],[1.620753   1.5959942  0.27832407]
2839,[2.4  4.   0.77],[2.420295  4.0457363 0.8891928]
2840,[0.8  3.2  1.37],[0.82306427 3.2044604  1.2730495 ]
2841,[0.8  3.2  2.17],[0.6762283 3.2510366 2.1626077]
2842,[4.   4.   1.97],[4.109435   4.470396   0.82957965]
2843,[1.6  4.   2.17],[1.6191728 3.985485  2.158456 ]
2844,[4.   2.4  0.57],[4.0520425  2.4060717  0.44851142]
2845,[4.   4.   0.37],[4.0231214 4.0674763 0.7178771]
2846,[3.2  0.8  0.37],[3.1935885  0.80391043 0.33598155]
2847,[1.6  2.4  0.17],[1.5481954  2.4105392  0.25203025]
2848,[1.6  3.2  0.17],[1.6207924  3.152916   0.15312926]
2849,[4.   4.   0.37],[4.026982  4.037063  0.4324503]
2850,[3.2  3.2  0.37],[3.1945376 3.2215884 0.4248426]
2851,[3.2  2.4  1.57],[3.1804738 2.4403572 1.5617464]
2852,[1.6  3.2  2.17],[2.0671184 2.6878057 1.7328949]
2853,[0.8  3.2  0.97],[0.7972791 3.2041702 1.1089908]
2854,[2.4  4.   0.57],[2.413125   4.0418096  0.63009894]
2855,[3.2  3.2  0.97],[3.2262642 3.2436893 1.1737534]
2856,[3.2  2.4  1.57],[3.2286384 2.4231572 1.418231 ]
2857,[3.2  4.   2.17],[3.2238224 4.059684  2.5154474]
2858,[4.   3.2  1.57],[4.021746  3.2225285 1.8186097]
2859,[3.2  1.6  1.77],[3.2023835 1.5690091 1.874264 ]
2860,[4.   3.2  2.17],[4.035095  3.2289038 2.229533 ]
2861,[2.4  2.4  0.17],[2.4181898  2.3951843  0.19725047]
2862,[3.2  0.8  1.97],[3.1929822 0.7940854 1.8338189]
2863,[1.6  4.   1.17],[1.6055894 3.9911942 1.1775715]
2864,[0.8  0.8  1.37],[0.8104537 0.8106768 1.3616204]
2865,[3.2  3.2  2.17],[3.2219245 3.2582526 1.9970269]
2866,[4.   0.8  1.77],[4.0448     0.79582334 1.6878132 ]
2867,[4.   1.6  0.77],[3.9912846  1.6079571  0.71857435]
2868,[0.8  1.6  2.17],[0.79641247 1.6264303  2.1070125 ]
2869,[2.4  2.4  0.17],[2.3995254  2.408363   0.10792919]
2870,[0.8  0.8  0.57],[0.7885474  0.82109326 0.5240893 ]
2871,[1.6  4.   1.77],[1.5716677 4.0032206 1.8026922]
2872,[1.6  4.   0.97],[1.6085317  4.003241   0.97609925]
2873,[0.8  3.2  0.77],[0.7900623 3.1726108 0.6603553]
2874,[0.8  2.4  1.37],[0.7869675 2.410616  1.2170045]
2875,[1.6  0.8  1.97],[1.6012659  0.80688906 1.8286915 ]
2876,[1.6  0.8  1.17],[1.6027906 0.7991141 1.1539807]
2877,[2.4  1.6  0.37],[2.4291174 2.1937048 0.9743301]
2878,[2.4  0.8  1.57],[2.4049892 0.8153515 1.544328 ]
2879,[2.4  2.4  0.17],[2.4062436  2.4107406  0.13326351]
2880,[1.6  2.4  1.37],[1.5730821 2.4159262 1.4557943]
2881,[1.6  4.   1.97],[1.5949904 4.013614  2.0098116]
2882,[1.6  4.   0.17],[1.5833644  4.0252085  0.25274444]
2883,[1.6  3.2  1.97],[1.5398762 3.2314205 1.9872785]
2884,[1.6  2.4  1.97],[1.6405172 2.3897536 1.8421855]
2885,[2.4  4.   0.77],[2.411904  4.0426702 0.8219913]
2886,[4.   4.   1.17],[4.030351  4.063325  1.4107869]
2887,[4.   1.6  0.17],[3.9923053  1.6244817  0.15773061]
2888,[0.8  3.2  0.97],[0.7967278 3.2250092 1.0418024]
2889,[0.8  4.   1.37],[0.7976203 4.006952  1.3321439]
2890,[1.6  1.6  0.77],[1.6350522  1.5421703  0.84481955]
2891,[1.6  1.6  1.77],[1.6189644 1.6089199 1.7887149]
2892,[4.   0.8  1.57],[4.0348754 0.7832185 1.546356 ]
2893,[0.8  2.4  1.37],[0.7736826 2.4243302 1.1774364]
2894,[3.2  3.2  0.77],[3.1969125 3.2478235 0.9343827]
2895,[1.6  2.4  0.97],[1.5694919 2.4162214 1.0181497]
2896,[1.6  0.8  1.97],[1.6204505 0.8005246 1.9558227]
2897,[0.8  3.2  1.17],[0.7659199 3.2150307 1.2707368]
2898,[2.4  4.   0.57],[2.4339902  4.0572004  0.51746964]
2899,[0.8  3.2  0.97],[0.8591256 3.1518946 0.987701 ]
2900,[0.8  2.4  0.37],[0.7621497  2.4160624  0.32034028]
2901,[1.6  0.8  1.97],[1.5907965 0.7987118 1.9602728]
2902,[2.4  0.8  0.57],[2.4071815 0.7849469 0.5612207]
2903,[2.4  4.   2.17],[2.4307902 4.0572867 2.3414586]
2904,[0.8  1.6  1.37],[0.7968137 1.6137207 1.3708698]
2905,[4.   2.4  1.97],[4.03016   2.419957  1.9867849]
2906,[3.2  0.8  1.77],[3.2183309 0.7647113 1.7764733]
2907,[2.4  0.8  1.37],[2.4084933 0.8017031 1.3042148]
2908,[0.8  3.2  1.57],[0.7359999 3.2442603 1.4685779]
2909,[1.6  0.8  1.17],[1.5923134  0.79617095 1.1787393 ]
2910,[4.   0.8  0.57],[3.9669683  0.83131677 0.6788599 ]
2911,[2.4  3.2  0.77],[2.4232607  3.2067733  0.80006695]
2912,[1.6  0.8  1.37],[1.5988122 0.7982461 1.3372359]
2913,[3.2  4.   2.17],[3.211344  4.026679  2.0749583]
2914,[0.8  1.6  0.97],[0.7867757 1.6222677 0.6706153]
2915,[0.8  0.8  1.57],[0.80412936 0.8264203  1.3611445 ]
2916,[0.8  2.4  1.17],[0.79147625 2.407343   1.1468098 ]
2917,[0.8  1.6  1.17],[0.7922908 1.6182325 1.1579847]
2918,[2.4  4.   1.17],[2.426428  4.0337486 1.2604957]
2919,[1.6  3.2  1.77],[1.5516909 3.2141824 1.6188202]
2920,[0.8  0.8  1.57],[0.8000554 0.8291153 1.2152416]
2921,[3.2  2.4  1.37],[3.1942809 2.4317758 1.1848646]
2922,[0.8  1.6  1.37],[0.7948032 1.6155832 1.3597255]
2923,[3.2  1.6  1.37],[3.195217  1.5979774 1.3780359]
2924,[2.4  1.6  0.17],[2.4051588  1.5283666  0.11566962]
2925,[3.2  2.4  0.97],[3.1969926  2.4198842  0.95592904]
2926,[2.4  3.2  1.57],[2.4018953 3.2504873 1.6384165]
2927,[0.8  3.2  1.17],[0.7805745 3.202244  1.1742927]
2928,[1.6  3.2  1.77],[1.561467  3.20218   1.6804839]
2929,[0.8  3.2  0.17],[0.790259   3.2133152  0.15604109]
2930,[2.4  1.6  0.57],[2.4555175 2.1082823 0.6020683]
2931,[4.   2.4  0.57],[4.036224  2.4020536 0.5427528]
2932,[2.4  4.   0.17],[2.4199932  3.9395885  0.35602987]
2933,[1.6  1.6  2.17],[1.6297505 1.6287851 2.2435958]
2934,[0.8  3.2  0.37],[0.7809617  3.2235868  0.24762662]
2935,[2.4  2.4  0.57],[2.4047658  2.4031038  0.44557703]
2936,[3.2  0.8  2.17],[3.1893377  0.78841984 2.0416002 ]
2937,[1.6  1.6  0.77],[1.6345571 1.6044893 0.89739  ]
2938,[0.8  3.2  1.37],[0.8271712 3.1928136 1.1721773]
2939,[4.   3.2  1.97],[4.0557795 3.2307248 2.2162123]
2940,[0.8  0.8  0.17],[0.7962631  0.8300294  0.06244163]
2941,[4.   4.   2.17],[4.039104  4.0421753 2.300858 ]
2942,[3.2  3.2  1.57],[3.222739  3.2440364 1.9425538]
2943,[4.   4.   0.77],[4.0116167 4.081044  0.8583014]
2944,[3.2  0.8  0.57],[3.1966999  0.802946   0.49878442]
2945,[0.8  2.4  0.37],[0.75135016 2.408601   0.2942207 ]
2946,[1.6  3.2  0.17],[1.6019382  3.1798446  0.17958747]
2947,[4.   3.2  0.57],[4.0487328 3.21445   0.7983963]
2948,[2.4  2.4  0.57],[2.4097402  2.4234555  0.39603096]
2949,[2.4  1.6  0.77],[2.4144304 1.6115611 0.6599436]
2950,[4.   2.4  0.17],[3.9577546  2.377225   0.21153186]
2951,[1.6  1.6  1.97],[1.6212707 1.6311436 2.0548472]
2952,[2.4  2.4  0.97],[2.4063528  2.4028099  0.85157275]
2953,[0.8  2.4  0.17],[0.9412899  2.4656966  0.26431477]
2954,[4.   3.2  1.57],[4.0509033 3.251268  1.7402377]
2955,[0.8  2.4  1.97],[0.67702436 2.3550174  1.9860646 ]
2956,[3.2  4.   0.57],[3.1956751 4.0518575 0.7162428]
2957,[4.   4.   0.77],[4.017731   4.071351   0.85556835]
2958,[0.8  2.4  1.17],[0.7932876 2.4144464 1.1022315]
2959,[4.   2.4  0.77],[3.9501002 2.3912244 0.7492286]
2960,[4.   3.2  0.97],[4.032223  3.2287107 0.9417155]
2961,[1.6  1.6  0.57],[1.6136658 1.5645831 0.7683391]
2962,[0.8  1.6  2.17],[0.77839243 1.6061814  2.2271683 ]
2963,[2.4  1.6  0.57],[2.4258096  1.7894316  0.50443786]
2964,[0.8  1.6  0.97],[0.7952589 1.6155429 0.8116416]
2965,[1.6  1.6  0.37],[1.6129491 1.6281383 0.5210417]
2966,[1.6  2.4  2.17],[1.5496163 2.4101682 1.7020295]
2967,[2.4  1.6  0.77],[2.4158218  1.6183646  0.70075667]
2968,[4.   1.6  1.57],[0.975814  3.0959609 1.9324037]
2969,[0.8  1.6  1.37],[0.80276394 1.6183019  1.2710817 ]
2970,[2.4  3.2  1.37],[2.4194043  3.2096138  0.82113165]
2971,[3.2  3.2  1.17],[3.205675  3.2385757 1.3422804]
2972,[3.2  4.   0.77],[3.2147207 4.0455904 0.8807739]
2973,[2.4  3.2  1.57],[2.402856  3.2253647 1.6007205]
2974,[0.8  2.4  0.57],[0.76423466 2.4119582  0.437101  ]
2975,[1.6  4.   0.97],[1.5865057 3.981583  0.9681667]
2976,[4.   0.8  0.37],[4.0067244  0.7826881  0.26223314]
2977,[2.4  4.   1.97],[2.4261105 4.07764   2.0690436]
2978,[3.2  2.4  0.57],[3.164079   2.3957386  0.57483864]
2979,[2.4  4.   1.57],[2.4064589 4.058797  1.7691023]
2980,[1.6  2.4  2.17],[1.5098549 2.4004898 1.8891006]
2981,[3.2  3.2  1.57],[3.2272608 3.2478719 1.8740876]
2982,[4.   3.2  1.77],[4.0641646 3.2456439 1.9531991]
2983,[0.8  4.   1.17],[0.79181063 4.0167203  1.1138169 ]
2984,[0.8  1.6  0.77],[0.81777716 1.6261168  0.93238044]
2985,[0.8  0.8  1.57],[0.76395154 0.83183527 1.4834335 ]
2986,[0.8  2.4  1.17],[0.77909315 2.410709   1.1882796 ]
2987,[1.6  0.8  1.97],[1.5961599  0.79836154 1.8161309 ]
2988,[4.   1.6  1.17],[4.0076127 1.5979574 1.0658435]
2989,[1.6  1.6  1.57],[1.59899   1.61764   1.5509131]
2990,[4.   3.2  0.37],[4.015614   3.249075   0.52656114]
2991,[4.   4.   1.17],[4.0376906 4.06385   1.407425 ]
2992,[1.6  4.   1.57],[1.6061394 4.008739  1.571326 ]
2993,[4.   1.6  0.37],[4.0184603  1.5939035  0.31355357]
2994,[3.2  3.2  0.77],[3.2288308  3.2414703  0.92607033]
2995,[1.6  0.8  0.97],[1.6069553 0.797994  1.0286644]
2996,[0.8  3.2  1.57],[0.9262005 3.1610234 1.418477 ]
2997,[0.8  2.4  1.17],[0.79147947 2.411446   1.2099221 ]
2998,[1.6  1.6  0.77],[1.6127808 1.5842552 0.9278814]
2999,[0.8  2.4  0.37],[0.771276   2.4159794  0.33303428]
3000,[3.2  0.8  1.97],[3.1982424 0.7772395 1.9021432]
3001,[3.2  2.4  1.37],[3.1889756 2.4319324 1.2747624]
3002,[0.8  3.2  0.77],[0.7811942 3.2095087 0.7001123]
3003,[3.2  3.2  0.17],[3.1745036  3.2021985  0.31013685]
3004,[3.2  1.6  0.77],[3.1896646  1.585053   0.80910647]
3005,[1.6  3.2  1.77],[1.5598792 3.1786141 1.4807062]
3006,[4.   4.   1.97],[4.0340505 4.0422    1.8610675]
3007,[1.6  2.4  1.97],[1.5875118 2.3871691 1.88347  ]
3008,[1.6  1.6  0.97],[1.6206548 1.5814462 0.9961388]
3009,[3.2  1.6  0.77],[3.1794403 1.6128433 0.8957502]
3010,[1.6  1.6  1.37],[1.6147424 1.6084518 1.417562 ]
3011,[3.2  0.8  0.77],[3.1986868  0.81452966 0.8137697 ]
3012,[2.4  0.8  0.97],[2.420036   0.79884315 0.957281  ]
3013,[4.   2.4  2.17],[4.0330253 2.417038  2.216243 ]
3014,[2.4  3.2  0.77],[2.4310772 3.2069192 1.1446923]
3015,[3.2  4.   0.37],[3.210355  4.0496106 0.5091516]
3016,[4.   4.   2.17],[4.0589046 4.039881  2.3293462]
3017,[3.2  4.   0.57],[3.2242005 4.051574  0.7524312]
3018,[0.8  4.   0.77],[0.78794277 4.0040717  0.90676063]
3019,[4.   0.8  0.37],[4.0439997  0.79826874 0.38324738]
3020,[2.4  0.8  0.77],[2.418382   0.79626966 0.7913623 ]
3021,[1.6  4.   0.17],[1.5946941  3.9946718  0.31211382]
3022,[0.8  2.4  0.97],[0.7902167  2.415618   0.89167225]
3023,[1.6  1.6  1.57],[1.6067201 1.60637   1.5556338]
3024,[3.2  1.6  2.17],[3.206796  1.6067324 2.1480875]
3025,[1.6  2.4  0.57],[1.566443  2.3939776 0.5406128]
3026,[4.   0.8  1.17],[4.00594   0.8004135 1.0760124]
3027,[3.2  1.6  2.17],[2.390386  2.4475396 1.4915783]
3028,[4.   1.6  1.77],[4.07442   1.5673647 1.7338847]
3029,[4.   4.   0.77],[4.0132794 4.0771914 0.8585905]
3030,[2.4  1.6  1.57],[2.4052603 1.5887256 1.4316334]
3031,[1.6  0.8  0.17],[1.5789132  0.80441356 0.15329692]
3032,[2.4  0.8  1.37],[2.3990824  0.81655717 1.4039464 ]
3033,[1.6  2.4  0.77],[1.540843   2.4180007  0.83575994]
3034,[4.   1.6  1.77],[4.033555  1.6006241 1.7415361]
3035,[0.8  4.   0.57],[0.7863351  4.0440373  0.54704094]
3036,[4.   0.8  0.77],[4.0059953  0.78435796 0.57096386]
3037,[4.   2.4  1.77],[3.953192  2.425676  1.7794816]
3038,[0.8  2.4  0.17],[1.0779264  2.482794   0.34859106]
3039,[2.4  1.6  1.37],[2.3804212 1.654887  1.2602459]
3040,[4.   1.6  2.17],[4.0162845 1.5915098 2.1230695]
3041,[3.2  1.6  1.57],[3.1070225 1.7345302 1.572993 ]
3042,[3.2  2.4  0.37],[3.1949775  2.400342   0.19069539]
3043,[0.8  1.6  1.77],[0.8094156 1.615427  1.8582354]
3044,[1.6  4.   0.37],[1.6076502  3.9955544  0.46806186]
3045,[2.4  1.6  1.57],[2.3869383 1.5766604 1.4064704]
3046,[2.4  4.   1.57],[2.4228451 4.0587087 1.5801858]
3047,[2.4  0.8  0.57],[2.4026082  0.82020605 0.56563026]
3048,[0.8  1.6  2.17],[0.7976221 1.6266367 2.0420215]
3049,[3.2  3.2  0.77],[3.2130787  3.2560112  0.91962546]
3050,[4.   4.   1.97],[4.0262914 4.028503  1.7909424]
3051,[4.   2.4  2.17],[4.0444117 2.4390998 2.2011995]
3052,[3.2  2.4  0.37],[3.1732786 2.3667893 0.340773 ]
3053,[3.2  3.2  1.17],[3.193228  3.2611327 1.3587239]
3054,[3.2  3.2  0.57],[3.1950924  3.2048023  0.49519145]
3055,[3.2  1.6  0.37],[3.2016275  1.6009219  0.22441201]
3056,[4.   2.4  1.97],[4.0300217 2.4183922 1.9859891]
3057,[2.4  3.2  0.17],[2.4144392  3.172584   0.19403653]
3058,[0.8  1.6  0.37],[0.7935939  1.6309621  0.23458798]
3059,[1.6  2.4  1.37],[1.5589699 2.3999856 1.282821 ]
3060,[4.   0.8  0.97],[4.0201063 0.7811127 0.8931443]
3061,[3.2  4.   1.77],[3.218416  4.0411973 2.0881393]
3062,[1.6  0.8  0.77],[1.603627   0.7866809  0.77565116]
3063,[4.   4.   2.17],[4.061709  4.0603857 2.3745773]
3064,[4.   3.2  0.77],[4.0471687 3.2063365 0.9467429]
3065,[0.8  2.4  0.97],[0.79796726 2.4166222  0.9679735 ]
3066,[0.8  2.4  2.17],[0.7584491 2.3895538 2.1257725]
3067,[2.4  3.2  0.57],[2.3963444  3.2026615  0.42836905]
3068,[3.2  1.6  1.97],[3.2792509 1.534879  2.0507605]
3069,[4.   4.   1.17],[4.042304  4.062129  1.4355285]
3070,[4.   1.6  1.37],[4.0250907 1.5927734 1.314573 ]
3071,[1.6  3.2  0.37],[1.6006272 3.1852684 0.5014519]
3072,[4.   1.6  1.77],[4.04773   1.5843899 1.6802292]
3073,[2.4  4.   0.57],[2.4112315  4.036553   0.71018445]
3074,[1.6  0.8  1.17],[1.619154  0.8119099 0.9630656]
3075,[4.   1.6  0.77],[3.8674786  1.5747962  0.90941113]
3076,[1.6  2.4  1.17],[1.5808704 2.410405  0.9994627]
3077,[4.   1.6  1.77],[4.0230374 1.5843041 1.7491741]
3078,[0.8  2.4  1.17],[0.7462698 2.4101267 1.142818 ]
3079,[0.8  1.6  0.57],[0.8008909  1.5998359  0.81961685]
3080,[2.4  1.6  1.17],[2.4164617 1.6578138 1.2774957]
3081,[1.6  0.8  0.77],[1.5922948 0.8011709 0.6397609]
3082,[1.6  3.2  1.17],[1.6050031 3.152639  1.2580984]
3083,[4.   0.8  0.77],[3.996005   0.82744443 0.66089123]
3084,[0.8  3.2  1.37],[0.77459645 3.2249486  1.2457765 ]
3085,[1.6  3.2  1.77],[1.5337348 3.1941032 1.6343167]
3086,[1.6  4.   0.37],[1.6164031  3.9786477  0.63949794]
3087,[1.6  1.6  1.37],[1.5990223 1.5998411 1.4014643]
3088,[0.8  4.   0.97],[0.7860502 4.0296907 0.9596676]
3089,[0.8  3.2  0.17],[0.7782788  3.207028   0.28969434]
3090,[4.   1.6  1.37],[3.9988778 1.6019781 1.3212302]
3091,[4.   3.2  1.37],[4.0173364 3.2296844 1.6942501]
3092,[4.   4.   0.17],[4.0202837  4.0318713  0.16433601]
3093,[4.   1.6  2.17],[4.0306606 1.5894144 2.1152668]
3094,[3.2  2.4  1.77],[3.2515175 2.4006586 1.8634917]
3095,[2.4  0.8  0.77],[2.4479427  0.80174303 0.83879435]
3096,[3.2  3.2  0.97],[3.2239282 3.22474   1.236505 ]
3097,[2.4  4.   0.17],[2.4137313  4.017784   0.21138005]
3098,[2.4  1.6  1.97],[2.382546  1.618851  1.9389983]
3099,[3.2  0.8  1.37],[3.2264678 0.7925179 1.2204785]
3100,[4.   2.4  0.77],[3.9692242 2.4276998 0.8422725]
3101,[3.2  1.6  1.37],[3.1974428 1.5698345 1.4232936]
3102,[0.8  1.6  1.97],[0.78380036 1.6177125  1.0392436 ]
3103,[1.6  3.2  0.17],[1.8113916  2.9393632  0.43726236]
3104,[0.8  1.6  1.37],[0.80515677 1.6194861  1.3722222 ]
3105,[1.6  4.   2.17],[1.5969449 4.006191  2.1925852]
3106,[2.4  4.   0.77],[2.4194856 4.0392604 0.8133446]
3107,[1.6  3.2  2.17],[1.7193099 3.0256567 1.8722818]
3108,[1.6  0.8  1.57],[1.5838366 0.8134333 1.6175311]
3109,[4.   0.8  2.17],[3.9999464 0.8097589 2.1371179]
3110,[3.2  0.8  0.97],[3.2181141  0.80272985 0.9102489 ]
3111,[4.   4.   0.77],[4.0323806 4.063382  0.842553 ]
3112,[4.   4.   2.17],[4.0412765 4.0738745 2.5609858]
3113,[1.6  1.6  0.97],[1.6071017  1.6051743  0.93013877]
3114,[1.6  1.6  0.37],[1.6080327 1.6074791 0.5094047]
3115,[0.8  1.6  0.37],[0.8176192  1.5913377  0.39227504]
3116,[3.2  4.   1.57],[3.2201812 4.0502787 1.7404208]
3117,[0.8  2.4  0.57],[0.75964314 2.3997996  0.36074567]
3118,[4.   4.   0.97],[4.0304685 4.0685105 1.3395188]
3119,[4.   4.   0.17],[4.041246   4.0658393  0.28994954]
3120,[1.6  3.2  1.57],[1.6471033 3.1050549 1.6370745]
3121,[1.6  2.4  0.77],[1.5421579  2.4279711  0.73139083]
3122,[4.   0.8  1.37],[4.0110188 0.8043114 1.3129071]
3123,[2.4  1.6  1.77],[2.4128942 1.6095948 1.6964424]
3124,[1.6  2.4  1.77],[1.5722721 2.3937895 1.6230001]
3125,[1.6  1.6  1.97],[1.6413212 1.5984421 2.1058996]
3126,[0.8  4.   1.37],[0.78825355 4.023784   1.2472761 ]
3127,[1.6  4.   2.17],[1.5921164 3.992934  2.2131267]
3128,[2.4  0.8  0.77],[2.4339359 0.8131101 0.6584288]
3129,[1.6  4.   0.97],[1.6002103 3.9994893 0.9498569]
3130,[0.8  4.   0.77],[0.7860849  4.0252852  0.69309425]
3131,[3.2  2.4  1.37],[3.1049263 2.4733934 0.9688475]
3132,[1.6  1.6  1.57],[1.5880924 1.6054838 1.5606602]
3133,[4.   2.4  2.17],[4.045947  2.4390595 2.2190666]
3134,[0.8  0.8  1.17],[0.7832275  0.82880735 1.0935348 ]
3135,[1.6  1.6  0.77],[1.5938046 1.6151309 0.863344 ]
3136,[1.6  3.2  1.57],[1.5987991 3.159788  1.6623201]
3137,[0.8  0.8  1.37],[0.8122159 0.8167027 1.381572 ]
3138,[3.2  4.   1.17],[3.2314117 4.0499372 1.5971911]
3139,[1.6  2.4  0.17],[1.8962268  2.4352446  0.21485035]
3140,[2.4  4.   0.77],[2.4314282 4.0290785 1.0134495]
3141,[1.6  2.4  1.77],[1.5912101 2.4098015 1.8198423]
3142,[4.   0.8  1.17],[4.020813   0.80613863 1.2781612 ]
3143,[4.   1.6  0.97],[3.9712615  1.6061323  0.85323477]
3144,[1.6  1.6  0.97],[1.6072454 1.5793493 1.0299062]
3145,[2.4  4.   1.97],[2.4093816 4.0766516 1.9928807]
3146,[0.8  4.   2.17],[0.81313014 4.0398226  1.9136436 ]
3147,[3.2  0.8  0.97],[3.2077115  0.79344976 0.92895174]
3148,[2.4  1.6  0.97],[2.3971963 1.5816057 0.7879895]
3149,[4.   4.   0.37],[4.019948  4.0495644 0.3861025]
3150,[2.4  0.8  1.37],[2.4046557 0.8033185 1.3281099]
3151,[2.4  3.2  1.17],[2.4192293  3.219366   0.93549377]
3152,[4.   1.6  1.17],[4.007269  1.5917237 1.1921942]
3153,[2.4  2.4  0.57],[2.3854294  2.4103866  0.32302827]
3154,[1.6  0.8  1.37],[1.5982414  0.79959565 1.3862112 ]
3155,[0.8  2.4  1.37],[0.7833029 2.4256535 1.389954 ]
3156,[4.   1.6  1.97],[3.8167567 1.6704478 1.986713 ]
3157,[2.4  4.   0.97],[2.4272892 4.0523086 1.1286318]
3158,[1.6  1.6  0.77],[1.6124634 1.587424  0.899668 ]
3159,[2.4  3.2  0.37],[2.4284174 3.212027  0.6821449]
3160,[3.2  4.   0.97],[3.23469   4.070858  1.2201626]
3161,[4.   4.   1.57],[4.0382104 4.0207386 1.8162248]
3162,[4.   1.6  2.17],[4.0127015 1.5893137 2.1250014]
3163,[3.2  1.6  1.97],[3.1627078 1.5266256 1.9477328]
3164,[3.2  2.4  1.77],[3.2245338 2.4120688 1.8643632]
3165,[3.2  3.2  0.37],[3.1677277 3.227903  0.4358548]
3166,[2.4  0.8  1.97],[2.4254398  0.78254575 1.8248615 ]
3167,[0.8  3.2  1.57],[0.76674354 3.2382805  1.5135885 ]
3168,[2.4  1.6  1.97],[2.3977427 1.5860198 1.9121541]
3169,[0.8  0.8  1.37],[0.79071033 0.8343711  1.1894062 ]
3170,[1.6  1.6  1.17],[1.6048226 1.597156  1.2452497]
3171,[3.2  0.8  1.77],[2.8398457 1.4247484 0.6434279]
3172,[3.2  3.2  1.57],[3.2206194 3.230258  1.7227445]
3173,[1.6  4.   1.77],[1.5928671 4.010563  1.8152677]
3174,[4.   4.   1.17],[4.0328217 4.06831   1.4064472]
3175,[4.   1.6  2.17],[4.0357814 1.5899031 2.114426 ]
3176,[1.6  3.2  0.97],[1.5508258 3.2207778 1.031469 ]
3177,[2.4  0.8  0.17],[2.4028766  0.8074393  0.28251785]
3178,[3.2  3.2  1.57],[3.2239473 3.2342687 1.6402457]
3179,[3.2  2.4  1.97],[3.2204933 2.433095  1.9993788]
3180,[0.8  1.6  1.37],[0.80517435 1.6243253  1.3117529 ]
3181,[3.2  3.2  0.37],[3.2329338 3.2339091 0.5319124]
3182,[0.8  3.2  0.57],[0.7845613  3.208559   0.46366656]
3183,[4.   2.4  0.57],[4.0133867 2.3947024 0.5731826]
3184,[2.4  2.4  1.77],[2.455802  2.3826563 1.3881068]
3185,[4.   0.8  1.57],[3.9629405  0.84104335 1.5393704 ]
3186,[0.8  0.8  2.17],[0.7901956 0.8185946 2.1854887]
3187,[1.6  3.2  1.57],[1.5756334 3.193226  1.6450875]
3188,[1.6  4.   0.77],[1.6029403  3.988975   0.73019785]
3189,[2.4  0.8  2.17],[2.4204834  0.79093504 2.1720994 ]
3190,[0.8  2.4  1.57],[0.8281733 2.418016  1.4538827]
3191,[1.6  3.2  2.17],[1.6745986 3.098003  1.6052502]
3192,[3.2  4.   0.77],[3.2292478  4.038153   0.92116034]
3193,[1.6  4.   1.57],[1.5955341 4.017537  1.5926641]
3194,[3.2  2.4  1.97],[3.2325842 2.4310846 2.0333924]
3195,[0.8  1.6  0.37],[0.7933394 1.6116433 0.5181845]
3196,[2.4  0.8  0.17],[2.404382   0.81215084 0.25701457]
3197,[0.8  4.   2.17],[0.8080121 4.0210843 2.114725 ]
3198,[0.8  0.8  1.97],[0.80185765 0.8246549  1.9058833 ]
3199,[0.8  3.2  0.17],[0.78184605 3.2048602  0.3131929 ]
